protein_a	protein_b	in_manual_stringent	n_rows	pmids	methods	raw_ids	len_a	len_b
Q04771	Q13347	1	1	7566156	MI:0018 - two hybrid	Q04771;Q13347	509	325
Q04917	Q92574	0	1	18291711	MI:0019 - coimmunoprecipitation	Q04917;Q92574	246	1164
Q05516	Q96RE7	1	1	19121354	MI:0728 - mammalian two hybrid	Q05516;Q96RE7	673	527
Q05519	Q8WU68	1	1	8816452	MI:0004 - affinity chromatography technologies	Q05519;Q8WU68	484	220
Q06265	Q13868	0	1	15231747	MI:0031 - protein cross	Q06265;Q13868	439	293
Q06265	Q15024	0	1	15231747	MI:0018 - two hybrid	Q06265;Q15024	439	291
Q06265	Q5RKV6	1	1	15231747	MI:0018 - two hybrid	Q06265;Q5RKV6	439	272
Q06265	Q96B26	1	1	15231747	MI:0018 - two hybrid	Q06265;Q96B26	439	276
Q06265	Q99547	1	1	15231747	MI:0018 - two hybrid	Q06265;Q99547	439	160
Q06265	Q9NPD3	0	1	15231747	MI:0018 - two hybrid	Q06265;Q9NPD3	439	245
Q06265	Q9NQT4	1	1	15231747	MI:0018 - two hybrid	Q06265;Q9NQT4	439	235
Q06265	Q9NQT5	0	1	15231747	MI:0018 - two hybrid	Q06265;Q9NQT5	439	275
Q06265	Q9Y2L1	1	1	15231747	MI:0018 - two hybrid	Q06265;Q9Y2L1	439	958
Q06265	Q9Y3B2	1	1	15231747	MI:0018 - two hybrid	Q06265;Q9Y3B2	439	195
Q06330	Q06587	1	1	14999091	MI:0007 - anti tag coimmunoprecipitation	Q06330;Q06587	500	406
Q06330	Q92585	0	1	11997524	MI:0007 - anti tag coimmunoprecipitation	Q06330;Q92585	500	1016
Q06330	Q92769	1	1	9874765	MI:0018 - two hybrid	Q06330;Q92769	500	488
Q06330	Q99708	1	1	16287852	MI:0096 - pull down	Q06330;Q99708	500	897
Q06587	Q92769	1	1	10581039	MI:0018 - two hybrid	Q06587;Q92769	406	488
Q06609	Q9BXW9	1	1	15115758	MI:0018 - two hybrid	Q06609;Q9BXW9	339	1451
Q06609	Q9Y620	1	1	16428451	MI:0019 - coimmunoprecipitation	Q06609;Q9Y620	339	910
Q07021	Q13952	1	1	15243141	MI:0019 - coimmunoprecipitation	Q07021;Q13952	282	458
Q07157	Q5JTD0	1	1	11602598	MI:0022 - colocalization by immunostaining	Q07157;Q5JTD0	1748	557
Q07325	Q16570	1	1	15214968	MI:0110 - text mining, MI:0054 - fluorescence-activated cell sorting	Q07325;Q16570	125	336
Q07699	Q9NY72	1	1	15466474	MI:0022 colocalization by immunostaining -	Q07699;Q9NY72	218	215
Q07812	Q07820	1	1	10837489	MI:0018 - two hybrid	Q07812;Q07820-2	192	350
Q07812	Q9Y371	0	1	19805544	MI:0018 - two hybrid	Q07812;Q9Y371	192	365
Q07817	Q07820	1	3	10837489	MI:0018 - two hybrid | MI:0018 - two hybrid, MI:0019 - coimmunoprecipitation	Q07817;Q07820;Q07820-1;Q07820-2	233	350
Q07817	Q7Z434	1	1	20661427	MI:0019 - coimmunoprecipitation	Q07817;Q7Z434	233	540
Q07820	Q16611	1	1	10837489	MI:0018 - two hybrid	Q07820-2;Q16611	350	211
Q07820	Q92843	1	3	10837489	MI:0018 - two hybrid	Q07820;Q07820-1;Q07820-2;Q92843	350	193
Q07832	Q61037	1	1	18291711	MI:0019 - coimmunoprecipitation	Q07832;Q61037	603	1814
Q08024	Q62009	1	1	9632804	MI:0004 - affinity chromatography technologies	Q08024;Q62009	187	838
Q08117	Q13547	1	1	20676368	MI:0019 - coimmunoprecipitation, MI:0110 -text mining	Q08117;Q13547	197	482
Q08877	Q62600	1	1	21490139	Mi:0019 - coimmunoprecipitation, MI:0027 - cosedimentation	Q08877;Q62600	869	1202
Q08879	Q9QZJ6	1	1	17324935	MI:0892 - solid phase assay	Q08879;Q9QZJ6	705	164
Q08999	Q15796	1	1	12150994	MI:0007 - anti tag coimmunoprecipitation	Q08999;Q15796	1139	467
Q08999	Q8TAK5	1	1	11884602	MI:0006 - anti bait coimmunoprecipitation	Q08999;Q8TAK5	1139	448
Q09028	Q9Y618	1	1	11013263	MI:0006 - anti bait coimmunoprecipitation	Q09028;Q9Y618	425	2514
Q09472	Q8NHW3	1	1	15665000	MI:0010 - beta galactosidase complementation	Q09472;Q8NHW3	2414	353
Q0VC48	Q28177	1	1	12860419	MI:0047 - far western blotting	Q0VC48;Q28177	345	415
Q10570	Q5TA45	1	1	15684398	MI:0019 - coimmunoprecipitation	Q10570;Q5TA45	1443	600
Q10570	Q9NV88	1	1	15684398	MI:0019 - coimmunoprecipitation	Q10570;Q9NV88	1443	658
Q12778	Q92574	1	1	18291711	MI:0019 - coimmunoprecipitation	Q12778;Q92574	655	1164
Q12873	Q7L311	1	1	15383276	MI:0018 - two hybrid	Q12873;Q7L311	2000	632
Q12873	Q9H213	1	1	15383276	MI:0018 - two hybrid	Q12873;Q9H213	2000	219
Q12873	Q9P2H0	1	1	15383276	MI:0018 - two hybrid	Q12873;Q9P2H0	2000	1117
Q12933	Q8TDR0	1	1	10791955	MI:0096 - pull down	Q12933;Q8TDR0	501	691
Q12962	Q15542	0	1	17375202	MI:0019 - coimmunoprecipitation	Q12962;Q15542	218	800
Q12962	Q15544	1	1	17375202	MI:0004 - affinity chromatography technologies	Q12962;Q15544	218	211
Q12962	Q15545	0	1	17375202	MI:0019 - coimmunoprecipitation	Q12962;Q15545	218	349
Q12962	Q16514	0	1	17375202	MI:0019 - coimmunoprecipitation	Q12962;Q16514	218	161
Q12962	Q16594	1	1	17375202	MI:0019 - coimmunoprecipitation	Q12962;Q16594	218	264
Q12962	Q6P1X5	1	1	17375202	MI:0019 - coimmunoprecipitation	Q12962;Q6P1X5	218	1199
Q13075	Q9NR28	1	1	15280366	MI:0019 - coimmunoprecipitation	Q13075;Q9NR28	1403	239
Q13077	Q8TDR0	1	1	10791955	MI:0096 - pull down	Q13077;Q8TDR0	416	691
Q13077	Q96CA5	1	1	16891304	MI:0019 - coimmunoprecipitation	Q13077;Q96CA5	416	298
Q13133	Q96RL1	1	1	17311814	MI:0018 - two hybrid	Q13133;Q96RL1	447	719
Q13158	Q14790	0	1	14612908	MI:0019 - coimmunoprecipitation	Q13158;Q14790	208	479
Q13158	Q8IUC6	1	1	14739303	MI:0019 - coimmunoprecipitation	Q13158;Q8IUC6	208	712
Q13158	Q8WXF8	1	1	11965497	MI:0019 - coimmunoprecipitation	Q13158;Q8WXF8	208	326
Q13185	Q13263	0	1	10022127	MI:0018 - two hybrid	Q13185;Q13263	183	835
Q13239	Q6PIZ9	1	1	20298603	MI:0019 - coimmunoprecipitation	Q13239;Q6PIZ9	276	186
Q13242	Q16629	1	1	16249178	MI:0019 - coimmunoprecipitation	Q13242;Q16629	221	238
Q13309	Q16526	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q13309;Q16526	424	586
Q13309	Q49AN0	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q13309;Q49AN0	424	593
Q13309	Q92574	1	1	15355997	MI:0019 - coimmunoprecipitation	Q13309;Q92574	424	1164
Q13415	Q9UBD5	0	1	15232106	MI:0096 - pull down	Q13415;Q9UBD5	861	711
Q13416	Q9UBD5	0	1	15232106	MI:0096 - pull down	Q13416;Q9UBD5	577	711
Q13485	Q15583	1	1	10199400	MI:0018 - two hybrid	Q13485;Q15583	552	401
Q13485	Q92793	1	1	17283070	MI:0065 - isothermal titration calorimetry; MI:0071	Q13485;Q92793	552	2442
Q13485	Q9HAU4	1	1	11389444	MI:0019 - coimmunoprecipitation	Q13485;Q9HAU4	552	748
Q13485	Q9UM13	1	1	15144564	MI:0019 - coimmunoprecipitation	Q13485;Q9UM13	552	185
Q13507	Q13586	1	1	17486119	MI:0019 - coimmunoprecipitation	Q13507;Q13586	921	685
Q13541	Q8WVB6	1	1	16189514	MI:0004 - affinity chromatography technologies	Q13541;Q8WVB6	118	975
Q13546	Q8N5F7	1	1	14550261	MI:0019 - coimmunoprecipitation	Q13546;Q8N5F7	671	415
Q13547	Q96QT6	0	1	11390640	MI:0007 - anti tag coimmunoprecipitation	Q13547;Q96QT6	482	1004
Q13547	Q9UBP5	1	1	11486045	MI:0096 - pull down	Q13547;Q9UBP5	482	337
Q13547	Q9UKL0	0	1	18806873	MI:0059 - gst pull down	Q13547;Q9UKL0	482	485
Q13571	Q6PIZ9	1	1	20298603	MI:0019 - coimmunoprecipitation	Q13571;Q6PIZ9	262	186
Q13586	Q9Y210	1	1	17486119	MI:0019 - coimmunoprecipitation	Q13586;Q9Y210	685	931
Q13642	Q14192	1	1	11046156	MI:0018 - two hybrid	Q13642;Q14192	323	279
Q13642	Q5TD97	1	1	11046156	MI:0018 - two hybrid	Q13642;Q5TD97	323	284
Q13651	Q9GZX6	1	1	10875937	MI:0019 - coimmunoprecipitation	Q13651;Q9GZX6	578	179
Q13868	Q5RKV6	0	1	15231747	MI:0018 - two hybrid	Q13868;Q5RKV6	293	272
Q13868	Q96B26	0	1	15231747	MI:0018 - two hybrid	Q13868;Q96B26	293	276
Q13868	Q99547	0	1	15231747	MI:0018 - two hybrid	Q13868;Q99547	293	160
Q13868	Q9NPD3	0	1	15231747	MI:0018 - two hybrid	Q13868;Q9NPD3	293	245
Q13868	Q9NQT4	0	1	15231747	MI:0018 - two hybrid	Q13868;Q9NQT4	293	235
Q13868	Q9NQT5	0	1	15231747	MI:0018 - two hybrid	Q13868;Q9NQT5	293	275
Q13868	Q9Y2L1	1	1	15231747	MI:0018 - two hybrid	Q13868;Q9Y2L1	293	958
Q13868	Q9Y3B2	0	1	15231747	MI:0018 - two hybrid	Q13868;Q9Y3B2	293	195
Q13905	Q9UHJ6	1	1	8621483	MI:0019 - coimmunoprecipitation	Q13905;Q9UHJ6	1077	478
Q13976	Q9Y6F6	1	1	16166082	MI:0096 - pull down	Q13976;Q9Y6F6	671	904
Q14186	Q8TAK5	1	1	11884602	MI:0096 - pull down	Q14186;Q8TAK5	410	448
Q14192	Q16828	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q14192;Q16828	279	381
Q14192	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q14192;Q70SY1	279	520
Q14192	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q14192;Q8TAU0	279	364
Q14192	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q14192;Q8TBX8	279	421
Q14192	Q92730	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q14192;Q92730	279	232
Q14192	Q93096	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q14192;Q93096	279	173
Q14192	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q14192;Q9H6S3	279	715
Q14192	Q9UH92	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q14192;Q9UH92	279	298
Q14209	Q8TAK5	1	1	11884602	MI:0096 - pull down	Q14209;Q8TAK5	437	448
Q14565	Q9BXW9	1	1	15115758	MI:0018 - two hybrid	Q14565;Q9BXW9	340	1451
Q14653	Q9Y4K3	1	1	19479062	MI:0019 - coimmunoprecipitation	Q14653;Q9Y4K3	427	522
Q14746	Q8WTW3	1	1	15047703	MI:0019 - coimmunoprecipitation	Q14746;Q8WTW3	738	980
Q14746	Q96MW5	1	1	15047703	MI:0019 - coimmunoprecipitation	Q14746;Q96MW5	738	612
Q14746	Q9UP83	1	1	15047703	MI:0019 - coimmunoprecipitation	Q14746;Q9UP83	738	860
Q14746	Q9Y2V7	1	1	15047703	MI:0019 - coimmunoprecipitation	Q14746;Q9Y2V7	738	657
Q14790	Q8WXF8	1	1	11965497	MI:0019 - coimmunoprecipitation	Q14790;Q8WXF8	479	326
Q15024	Q96B26	1	1	15231747	MI:0018 - two hybrid	Q15024;Q96B26	291	276
Q15024	Q99547	1	1	15231747	MI:0018 - two hybrid	Q15024;Q99547	291	160
Q15024	Q9NPD3	0	1	15231747	MI:0018 - two hybrid	Q15024;Q9NPD3	291	245
Q15024	Q9NQT4	1	1	15231747	MI:0018 - two hybrid	Q15024;Q9NQT4	291	235
Q15024	Q9NQT5	0	1	15231747	MI:0018 - two hybrid	Q15024;Q9NQT5	291	275
Q15024	Q9Y2L1	1	1	15231747	MI:0018 - two hybrid	Q15024;Q9Y2L1	291	958
Q15024	Q9Y3B2	0	1	15231747	MI:0018 - two hybrid	Q15024;Q9Y3B2	291	195
Q15029	Q53GS9	0	1	16723661	MI:0018 - two hybrid	Q15029;Q53GS9	972	565
Q15029	Q6P2Q9	0	1	16723661	MI:0018 - two hybrid	Q15029;Q6P2Q9	972	2335
Q15029	Q8WWY3	1	1	16723661	MI:0018 - two hybrid	Q15029;Q8WWY3	972	499
Q15038	Q93062	0	1	16189514	MI:0004 - affinity chromatography technologies	Q15038;Q93062	168	196
Q15080	Q86UR1	1	1	17900370	MI:0096 - pull down, MI:0110 - text mining	Q15080;Q86UR1	339	476
Q15329	Q8TAK5	1	1	11884602	MI:0096 - pull down	Q15329;Q8TAK5	346	448
Q15404	Q91XD2	1	1	17026740	MI:0018 - two hybrid	Q15404;Q91XD2	277	341
Q15406	Q9Y618	1	1	10940306	MI:0728 - gal4 vp16 complementation	Q15406;Q9Y618	480	2514
Q15418	Q16512	1	1	20957203	MI:0019 - coimmunoprecipitation	Q15418;Q16512	735	942
Q15418	Q16513	1	1	20957203	MI:0019 - coimmunoprecipitation	Q15418;Q16513	735	984
Q15466	Q92786	1	1	16488887	MI:0018 - two hybrid	Q15466;Q92786	257	737
Q15554	Q96AP0	0	1	15231715	MI:0019 - coimmunoprecipitation	Q15554;Q96AP0	542	458
Q15554	Q9NUX5	0	2	15316005;18443218	MI:0019 - coimmunoprecipitation, MI:0110 text mining | MI:0019 - coimmunoprecipitation; MI:0071	Q15554;Q9NUX5	542	634
Q15645	Q9BSH5	0	1	16189514	MI:0004 - affinity chromatography technologies	Q15645;Q9BSH5	432	251
Q15645	Q9H0W9	0	1	16189514	MI:0004 - affinity chromatography technologies	Q15645;Q9H0W9	432	315
Q15750	Q9BYM8	1	1	17449468	MI:0007 - anti tag coimmunoprecipitation	Q15750;Q9BYM8	504	510
Q15751	Q92574	1	1	18291711	MI:0019 - coimmunoprecipitation	Q15751;Q92574	4861	1164
Q15796	Q9UPN9	0	1	15820681	MI:0007 - anti tag coimmunoprecipitation	Q15796;Q9UPN9	467	1127
Q15797	Q9NR31	1	1	17356069	MI:0019 - coimmunoprecipitation	Q15797;Q9NR31	465	198
Q15797	Q9UM13	1	1	15144564	MI:0019 - coimmunoprecipitation	Q15797;Q9UM13	465	185
Q15797	Q9UPN9	1	1	15820681	MI:0007 - anti tag coimmunoprecipitation	Q15797;Q9UPN9	465	1127
Q15910	Q92769	1	1	10581039	MI:0018 - two hybrid	Q15910;Q92769	746	488
Q15910	Q9BQ52	1	1	9584199	MI:0019 - coimmunoprecipitation	Q15910;Q9BQ52	746	826
Q16254	Q56P03	1	1	15716352	MI:0059 - gst pull down	Q16254;Q56P03	413	285
Q16254	Q8TAK5	1	1	11884602	MI:0096 - pull down; MI:0006	Q16254;Q8TAK5	413	448
Q16384	Q96QF0	1	2	12007189;20981248	MI:0018 - two hybrid | MI:0018 - two hybrid, MI:0110 - text mining	Q16384;Q96QF0	188	476
Q16384	Q9Y2D8	1	2	12007189;20981248	MI:0018 - two hybrid | MI:0018 - two hybrid, MI:0110 - text mining	Q16384;Q9Y2D8	188	614
Q16512	Q9Y2U5	1	1	10818102	MI:0004 - affinity chromatography technologies	Q16512;Q9Y2U5	942	619
Q16513	Q99759	1	1	10818102	MI:0018 - two hybrid	Q16513;Q99759	984	626
Q16526	Q8NEZ5	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q16526;Q8NEZ5	586	403
Q16526	Q8NHM5	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q16526;Q8NHM5	586	1336
Q16526	Q9H469	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q16526;Q9H469	586	300
Q16526	Q9UK97	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q16526;Q9UK97	586	447
Q16526	Q9UKC9	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q16526;Q9UKC9	586	423
Q16526	Q9UKT4	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q16526;Q9UKT4	586	447
Q16526	Q9Y297	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q16526;Q9Y297	586	605
Q16526	Q9Y2K7	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q16526;Q9Y2K7	586	1162
Q16539	Q9HBH9	0	1	9155017	MI:0096 - pull down	Q16539;Q9HBH9	360	465
Q16637	Q8TEQ6	0	1	17640873	MI:0019 - coimmunoprecipitation	Q16637;Q8TEQ6	294	1508
Q16637	Q8WXD5	0	1	17640873	MI:0019 - coimmunoprecipitation	Q16637;Q8WXD5	294	167
Q16665	Q9Y6K9	1	1	15653678	MI:0096 - pull down; MI:0018	Q16665;Q9Y6K9	826	419
Q16828	Q68DY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q68DY1	381	528
Q16828	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q70SY1	381	520
Q16828	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q8TAU0	381	364
Q16828	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q8TBX8	381	421
Q16828	Q92730	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q92730	381	232
Q16828	Q92785	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q92785	381	391
Q16828	Q93096	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q93096	381	173
Q16828	Q9H2S9	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q9H2S9	381	585
Q16828	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q9H6S3	381	715
Q16828	Q9H9D4	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q9H9D4	381	720
Q16828	Q9NQX6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q9NQX6	381	463
Q16828	Q9UH92	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q9UH92	381	298
Q16828	Q9UHR5	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q9UHR5	381	308
Q16828	Q9UHX1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q16828;Q9UHX1	381	559
Q16891	Q7L311	1	1	15383276	MI:0018 - two hybrid	Q16891;Q7L311	758	632
Q16891	Q9H213	1	1	15383276	MI:0018 - two hybrid	Q16891;Q9H213	758	219
Q16891	Q9P2H0	0	1	15383276	MI:0018 - two hybrid	Q16891;Q9P2H0	758	1117
Q16891	Q9UKY1	1	1	15383276	MI:0018 - two hybrid	Q16891;Q9UKY1	758	873
Q1M168	Q8CFN2	1	1	16899818	MI:0019 - coimmunoprecipitation	Q1M168;Q8CFN2	372	191
Q20758	Q9UIL1	1	1	16725058	MI:0010 - beta galactosidase complementation	Q20758;Q9UIL1	180	159
Q32MZ4	Q9UJU2	1	1	16990252	MI:0019 - coimmunoprecipitation	Q32MZ4;Q9UJU2	808	399
Q3MIR4	Q8TF62	1	1	20947505	MI:0019 - coimmunoprecipitation	Q3MIR4;Q8TF62	351	1192
Q3MIR4	Q9NTI2	1	1	20947505	MI:0019 - coimmunoprecipitation	Q3MIR4;Q9NTI2	351	1188
Q3MIR4	Q9Y2Q0	1	1	20947505	MI:0019 - coimmunoprecipitation	Q3MIR4;Q9Y2Q0	351	1164
Q42545	Q8VY16	1	1	19453460	MI:0018 - two hybrid	Q42545;Q8VY16	433	819
Q49AN0	Q8NEZ5	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q49AN0;Q8NEZ5	593	403
Q49AN0	Q8NHM5	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q49AN0;Q8NHM5	593	1336
Q49AN0	Q9H469	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q49AN0;Q9H469	593	300
Q49AN0	Q9UK97	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q49AN0;Q9UK97	593	447
Q49AN0	Q9UKC9	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q49AN0;Q9UKC9	593	423
Q49AN0	Q9UKT4	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q49AN0;Q9UKT4	593	447
Q49AN0	Q9Y297	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q49AN0;Q9Y297	593	605
Q49AN0	Q9Y2K7	1	1	17463251	MI:0007 - anti tag coimmunoprecipitation	Q49AN0;Q9Y2K7	593	1162
Q505F1	Q60953	1	1	19204783	MI:0019 - coimmunoprecipitation	Q505F1;Q60953	590	885
Q53GS9	Q6P2Q9	0	1	16723661	MI:0018 - two hybrid	Q53GS9;Q6P2Q9	565	2335
Q53GS9	Q8WWY3	0	1	16723661	MI:0018 - two hybrid	Q53GS9;Q8WWY3	565	499
Q53GS9	Q9BUQ8	0	1	16723661	MI:0018 - two hybrid	Q53GS9;Q9BUQ8	565	820
Q5JTD0	Q9Y624	1	1	11602598	MI:0022 - colocalization by immunostaining	Q5JTD0;Q9Y624	557	299
Q5RKV6	Q99547	1	1	15231747	MI:0018 - two hybrid	Q5RKV6;Q99547	272	160
Q5RKV6	Q9NPD3	1	1	15231747	MI:0018 - two hybrid	Q5RKV6;Q9NPD3	272	245
Q5RKV6	Q9NQT4	1	1	15231747	MI:0018 - two hybrid	Q5RKV6;Q9NQT4	272	235
Q5RKV6	Q9NQT5	0	1	15231747	MI:0018 - two hybrid	Q5RKV6;Q9NQT5	272	275
Q5RKV6	Q9Y2L1	1	1	15231747	MI:0018 - two hybrid	Q5RKV6;Q9Y2L1	272	958
Q5SNZ0	Q63210	1	1	15749703	MI:0018 - two hybrid	Q5SNZ0;Q63210	1873	379
Q5SNZ0	Q6Q7Y5	1	1	15749703	MI:0018 - two hybrid	Q5SNZ0;Q6Q7Y5	1873	377
Q5T3J3	Q7L311	1	1	15383276	MI:0018 - two hybrid	Q5T3J3;Q7L311	769	632
Q5T3J3	Q9H213	1	1	15383276	MI:0018 - two hybrid	Q5T3J3;Q9H213	769	219
Q5T3J3	Q9UKY1	1	1	15383276	MI:0018 - two hybrid	Q5T3J3;Q9UKY1	769	873
Q60749	Q96PV0	1	1	7852312	MI:0019 - coimmunoprecipitation	Q60749;Q96PV0	443	1343
Q60770	Q64704	1	1	16186111	MI:0007 - anti tag coimmunoprecipitation	Q60770;Q64704	592	289
Q60770	Q8K1E0	1	1	16186111	MI:0007 - anti tag coimmunoprecipitation	Q60770;Q8K1E0	592	355
Q60855	Q61160	0	1	1682519	MI:0019 - coimmunoprecipitation	Q60855;Q61160	656	205
Q60954	Q789F3	1	1	11036080	MI:0004 - affinity chromatography technologies	Q60954;Q789F3	390	359
Q60974	Q62227	1	1	9372944	MI:0018 - two hybrid	Q60974;Q62227	2453	260
Q61037	Q8VHZ5	1	1	19129461	MI:0019 - coimmunoprecipitation	Q61037;Q8VHZ5	1814	193
Q61146	Q8VHG2	1	1	16043488	MI:0019 - coimmunoprecipitation	Q61146;Q8VHG2	521	1126
Q61205	Q924X6	1	1	17330141	MI:0019 - coimmunoprecipitation	Q61205;Q924X6	232	996
Q61206	Q924X6	1	1	17330141	MI:0019 - coimmunoprecipitation	Q61206;Q924X6	229	996
Q61410	Q9JMB0	1	1	10671526	MI:0018 - two hybrid	Q61410;Q9JMB0	762	366
Q61584	Q9QXX8	1	1	10556305	MI:0018 - two-hybrid, MI:0059 - gst pull down	Q61584;Q9QXX8	677	484
Q61881	Q7L590	1	1	11095689	MI:0018 - two hybrid	Q61881;Q7L590	719	875
Q62108	Q62261	0	1	19455133	MI:0676 - tandem affinity purification	Q62108;Q62261	724	2363
Q62108	Q68FD5	0	1	19455133	MI:0676 - tandem affinity purification	Q62108;Q68FD5	724	1675
Q62108	Q6NXK8	1	1	19571134	MI:0019 - coimmunoprecipitation	Q62108;Q6NXK8	724	526
Q62108	Q9JIA1	0	1	19455133	MI:0676 - tandem affinity purification	Q62108;Q9JIA1	724	557
Q62108	Q9Z2W8	0	1	19455133	MI:0676 - tandem affinity purification	Q62108;Q9Z2W8	724	902
Q62312	Q8CF89	1	1	19556242	MI:0019 - coimmunoprecipitation	Q62312;Q8CF89	567	502
Q62312	Q8CIN4	1	1	14612425	MI:0006 - anti bait coimmunoprecipitation	Q62312;Q8CIN4	567	524
Q62432	Q922H7	1	1	15239668	MI:0019 - coimmunoprecipitation	Q62432;Q922H7	467	247
Q62915	Q8VHK1	1	1	12040031	MI:0096 - pull down	Q62915;Q8VHK1	909	1201
Q63009	Q9JIL3	0	1	10749851	MI:0018 - two hybrid	Q63009;Q9JIL3	353	897
Q63912	Q7M6Z0	1	1	17189258	MI:0415 - enzymatic studies	Q63912;Q7M6Z0	440	420
Q63912	Q8K0S5	1	1	17189258	MI:0415 - enzymatic studies	Q63912;Q8K0S5	440	445
Q64008	Q91V27	1	1	11856727	MI:0007 - anti tag coimmunoprecipitation	Q64008;Q91V27	259	590
Q64289	Q9WTV5	1	1	10567574	MI:0018 - two hybrid	Q64289;Q9WTV5	357	222
Q64343	Q9DBM0	1	1	14504269	MI:0019 - coimmunoprecipitation	Q64343;Q9DBM0	666	673
Q64704	Q80T23	1	1	16186111	MI:0007 - anti tag coimmunoprecipitation	Q64704;Q80T23	289	753
Q64704	Q99N48	1	1	16186111	MI:0007 - anti tag coimmunoprecipitation	Q64704;Q99N48	289	607
Q64704	Q99N50	1	1	16186111	MI:0007 - anti tag coimmunoprecipitation	Q64704;Q99N50	289	950
Q64729	Q8CF89	1	1	19556242	MI:0019 - coimmunoprecipitation	Q64729;Q8CF89	503	502
Q64729	Q8CIN4	1	1	14612425	MI:0006 - anti bait coimmunoprecipitation	Q64729;Q8CIN4	503	524
Q66H76	Q9Z1P2	1	1	11694518	MI:0096 - pull down; MI:0047	Q66H76;Q9Z1P2	586	892
Q68DY1	Q70SY1	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q68DY1;Q70SY1	528	520
Q68DY1	Q8TAU0	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q68DY1;Q8TAU0	528	364
Q68DY1	Q8TBX8	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q68DY1;Q8TBX8	528	421
Q68DY1	Q92730	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q68DY1;Q92730	528	232
Q68DY1	Q92785	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q68DY1;Q92785	528	391
Q68DY1	Q93096	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q68DY1;Q93096	528	173
Q68DY1	Q9H2S9	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q68DY1;Q9H2S9	528	585
Q68DY1	Q9H6S3	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q68DY1;Q9H6S3	528	715
Q68DY1	Q9H9D4	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q68DY1;Q9H9D4	528	720
Q68DY1	Q9NQX6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q68DY1;Q9NQX6	528	463
Q68DY1	Q9UDV6	1	1	18255255	MI:0019 - coimmunoprecipitation; MI:0096	Q68DY1;Q9UDV6	528	495
