sequence_no	protein_a	a_id	a_taxid	protein_b	b_id	b_taxid	negative_relation	assay_normalized	assay_reported_original	evidence_text_en	previous_sentence_en	next_sentence_en	pmid	pmcid	article_title	best_evidence_id	pair2_key	claim_id	candidate_id	rule_tier_v2	canonical_pair_label_v2	experimental_object_scope_v2	rule_reasons_v2	rule_tags_v2	model_is_experimental	model_is_direct_binding_assay	positive_conflict_scope	mentions_construct	mentions_isoform	mentions_positive_control	mentions_purified_components	rule_scope_signal_v2	rule_context_signal_v2	selection_score
128	DUSP1	1843	9606	STAT1	6772	9606	no_interaction	Y2H	yeast two-hybrid	In contrast, MKP-1 does not interact with STAT1.	Furthermore, this binding is accompanied by catalytic activation of recombinant MKP-1 protein in vitro, and these end points show an absolute correlation with MKP-1 substrate selectivity in vivo.	Recombinant STAT1 does not cause catalytic activation of MKP-1; nor does MKP-1 block tyrosine phosphorylation of STAT1 in vivo.	11278799		Distinct binding determinants for ERK2/p38alpha and JNK map kinases mediate catalytic activation and substrate selectivity of map kinase phosphatase-1.	CLAIM:000241453:0-1	PAIR2:GENE:1843|GENE:6772	CLAIM:000241453	d0861cd980180f339bfba2f24b993e9ff20c4e19	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	1	0	0	0	0	123.0
129	IRS1PTB	105148	10090	TRIM72	434246	10090	no_binding	SPR	SPR	Interestingly, no binding of IRS1PTB was observed with either TRIM72FL or TRIM72PRYSPRY, mapping the binding of TRIM72 primarily to the IRS1PH domain.	Therefore, we were not able to conclude the role of the other domains of TRIM72 towards IRS1PH binding.		32055715	PMC7005368	Biochemical characterization of TRIM72 E3 ligase and its interaction with the insulin receptor substrate 1	CLAIM:000155267:0-1	PAIR2:GENE:105148|GENE:434246	CLAIM:000155267	fbfc8922317af757b8576e49dab6b4e5df753e8d	SCOPED_NEGATIVE	not_applicable	construct_variant_domain_specific	negative_is_construct_variant_domain_or_isoform_scoped		1	1	none_detected	1	0	0	0	1	0	122.0
130	CREB1	1385	9606	PCAF	8850	9606	no_interaction	coIP	co-immunoprecipitation	No interaction between PCAF and CREB1 was detected in Co-IP analyses (Figure 1A).	Interestingly, XBP-1S also stimulated basal transcription of HTLV-1, while CREB1 and CREB2 did not show any activating effects, suggesting a crucial role for XBP-1S during the early phase of viral transcription as well.	This observation could explain why CREB1 and other CREB/ATF family proteins fail to up-regulate HTLV-1 transcription in the absence of Tax.	20817929	PMC3025546	PCAF interacts with XBP-1S and mediates XBP-1S-dependent transcription	CLAIM:000262117:0-1	PAIR2:GENE:1385|GENE:8850	CLAIM:000262117	d0440fae700188ce1f9f0eb75b27902bc4bc6743	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	1	0	0	0	0	122.0
132	RPA3	6119	9606	NEIL1	79661	9606	no_interaction	far_western	Far Western analysis	Far Western analysis indicated that NEIL1 interacted with 70 kDa RPA1 in a dose-dependent fashion, while no interaction was observed with RPA2, RPA3 or the BSA control (Fig.	We confirmed the stable binary interaction between NEIL1 and RPA in the absence of DNA using purified recombinant proteins.	2A, left panel).	20338831	PMC2883689	RPA PHYSICALLY INTERACTS WITH THE HUMAN DNA GLYCOSYLASE NEIL1 TO REGULATE EXCISION OF OXIDATIVE DNA BASE DAMAGE IN PRIMER-TEMPLATE STRUCTURES	CLAIM:000021046:0-1	PAIR2:GENE:6119|GENE:79661	CLAIM:000021046	52d6cd671d5da194a6dc4f5564955b4f3850d10e	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative	purified_components	1	1	none_detected	1	0	0	1	0	0	120.0
133	RPA2	6118	9606	NEIL1	79661	9606	no_interaction	far_western	Far Western analysis	Far Western analysis indicated that NEIL1 interacted with 70 kDa RPA1 in a dose-dependent fashion, while no interaction was observed with RPA2, RPA3 or the BSA control (Fig.	We confirmed the stable binary interaction between NEIL1 and RPA in the absence of DNA using purified recombinant proteins.	2A, left panel).	20338831	PMC2883689	RPA PHYSICALLY INTERACTS WITH THE HUMAN DNA GLYCOSYLASE NEIL1 TO REGULATE EXCISION OF OXIDATIVE DNA BASE DAMAGE IN PRIMER-TEMPLATE STRUCTURES	CLAIM:000021045:0-1	PAIR2:GENE:6118|GENE:79661	CLAIM:000021045	ef042476a5bbf5b8a93312c9e9c7ebf9a1626385	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative	purified_components	1	1	none_detected	1	0	0	1	0	0	120.0
134	FH	3075	9606	C4b	721	9606	no_binding	SPR	SPR	The complement components C3b, C4b, and FH did not bind, with the presence of Mg2+ and Ca2+ (Figure 3C) buffer having no influence on the complement protein signals.	Figures 3A-C show the dose-response curves for the binding of ligands to immobilized FXIII-B.	As expected, FXIII-A showed strong binding to FXIII-B in all experiments.	35873217	PMC9301527	Exploring the function of factor XIII free B subunit: Interactions with complement factors and a novel approach to identify potential binding partners	CLAIM:000062712:0-1	PAIR2:GENE:3075|GENE:721	CLAIM:000062712	49fec652eb3dd2e61018f64cc50944fcbb1d2275	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative		1	1	none_detected	0	0	0	0	0	0	116.0
135	AP1	3726	9606	CCDC32	90416	9606	no_interaction	pull_down	pull-down	By contrast, CCDC32 did not interact with AP1 or AP3 subunits (SI Appendix, Fig.	S2B), confirming that CCDC32 is found in the same protein complexes as AP2 alpha and sigma2 in the cell.	S7), in agreement with the observation that CCDC32 is dispensable for the formation of AP1 and AP3 adaptors (Fig.	39145939	PMC11348294	An AAGAB-to-CCDC32 handover mechanism controls the assembly of the AP2 adaptor complex	CLAIM:000143935:0-1	PAIR2:GENE:3726|GENE:90416	CLAIM:000143935	608e7d7f627994fee7baad0904a9b8c346989e59	GOLD_DIRECT_CANONICAL	negative	canonical_possible	direct_experimental_physical_negative	purified_components	1	1	none_detected	1	0	0	1	0	0	113.0
136	actin monomers	528168	9913	CD2AP	533188	10090	no_binding	MST	MST	Using MST, we found that CD2AP does not bind to actin monomers at a concentration below 30 microM (Fig.	9, D and F), which showed that all of these CD2AP constructs inhibited actin assembly.	9, G and H).	31723006	PMC7039212	CD2AP links actin to PI3 kinase activity to extend epithelial cell height and constrain cell area	CLAIM:000324020:0-1	PAIR2:GENE:528168|GENE:533188	CLAIM:000324020	cd5c9e4972aa14c1e0778c59a8673f773f0b8aef	SCOPED_NEGATIVE	not_applicable	construct_variant_domain_specific	negative_is_construct_variant_domain_or_isoform_scoped	positive_control	0	1	none_detected	1	0	1	0	1	0	113.0
138	Rab9	35221	10116	p40	3578	9606	no_binding	Y2H	yeast two-hybrid	We report here the discovery of a 40-kD protein (p40) that binds Rab9-GTP with roughly fourfold preference to Rab9-GDP. p40 does not interact with Rab7 or K-Ras; it also fails to bind Rab9 when it is bound to GDI.	We have used the yeast two-hybrid system to identify proteins that interact preferentially with the active form of Rab9.	The protein is found in cytosol, yet a significant fraction (~30%) is associated with cellular membranes.	9230071	PMC2138197	A Novel Rab9 Effector Required for Endosome-to-TGN Transport	CLAIM:000117827:0-1	PAIR2:GENE:35221|GENE:3578	CLAIM:000117827	3319c0523c26a579e3e27563da68328eb965de17	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	purified_components	1	1	none_detected	0	0	0	1	0	0	106.0
140	BAX	581	9606	Acheron	67557	10090	no_binding	coIP	unknown	However the pro-apoptotic protein BAD, which can drive cell death in a variety of cell types, is an Acheron binding partner (Figure 4A). [We separately verified this interaction by performing co-IP assays using human HCC1935 breast cancer cells (data not shown).] The interaction between Acheron and BAD was specific since the related BH3-only protein BAX failed to bind.	There was no detectable interaction between Acheron and the anti-apoptotic protein Bcl-2.	Thus, we can directly tie the function of Acheron to well-established cell death programs via binding to BAD.	32850788	PMC7405549	Acheron/Larp6 Is a Survival Protein That Protects Skeletal Muscle From Programmed Cell Death During Development	CLAIM:000271554:0-1	PAIR2:GENE:581|GENE:67557	CLAIM:000271554	aee8edfb582eec4a1f493c8f96e657309255712b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	0	0	1	0	0	0	105.0
141	BRF1	2972	9606	TP73	7161	9606	no_binding	coIP	co-immunoprecipitation	Since our co-IP assay showed that TP73 did not bind to BRF1 but bind to TBP (Figure 6J); therefore, we still performed co-IP assays using TBP and BRF2 antibodies, and the result was consistent with that obtained in the co-IP assays with TBP and BRF1 antibody.	We are really sorry for that we cannot obtain so many recombinant proteins for these assays due to time and fund problems.	These data were presented in Figure 6:figure supplement 1.	36656267	PMC9851613	STAT3 promotes RNA polymerase III-directed transcription by controlling the miR-106a-5p/TP73 axis	CLAIM:000157287:0-1	PAIR2:GENE:2972|GENE:7161	CLAIM:000157287	53df1eedac728ca19fc17c9125472817d0e8e0f6	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	purified_components	1	1	none_detected	0	0	0	1	0	0	105.0
142	CD14	12475	10090	Tat	6898	9606	no_interaction	pull_down	pull-down	In contrast, no interaction was observed between Tat and CD14 (Figure 2A).	The results depicted in Figure 2A show a direct interaction of Tat with TLR4-MD2 or with MD2 alone.	As control, when GST was used, no binding with TLR4-MD2 or MD2 was detected (Figure 2A).	24165011	PMC4231456	HIV-1 Tat protein binds to TLR4-MD2 and signals to induce TNF-alpha and IL-10	CLAIM:000331730:0-1	PAIR2:GENE:12475|GENE:6898	CLAIM:000331730	861f22077931093fc6df5ea2e187ebcd8582e061	SCOPED_NEGATIVE	not_applicable	construct_variant_domain_specific	negative_is_construct_variant_domain_or_isoform_scoped	purified_components	1	1	none_detected	1	0	0	1	1	0	104.0
144	Merlin	18016	10090	LUZP1	7798	10090	no_binding	pull_down	pull-down	Pull-down assays between Merlin and LUZP1, showing that Merlin did not bind LUZP1.		IB, immunoblotting.	33346378	PMC7809799	A microtubule-LUZP1 association around tight junction promotes epithelial cell apical constriction	CLAIM:000268213:0-1	PAIR2:GENE:18016|GENE:7798	CLAIM:000268213	75a73fa6067011d3d3b32306f4002598a6f99345	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	103.0
145	SPRY4-IT1	100642175	10090	CUGBP1	10658	9606	no_binding	pull_down	biotin pull-down analysis	As shown in Figure 4A, biotinylated SPRY4-IT1 specifically bound to HuR but did not bind other RBPs, such as CUGBP1 (also named as CELF1), TIAR, or AUF1, as determined by biotin pull-down analysis.	Cytoplasmic lysates were initially incubated with biotinylated SPRY4-IT1 as described previously, and then the levels of HuR and other proteins in the pull-down material were assessed by Western blot analysis.	SPRY4-IT1 also failed to directly interact with TJ proteins claudin-1, claudin-3, occludin, and JAM-1.	26680741	PMC4750922	Long noncoding RNA SPRY4-IT1 regulates intestinal epithelial barrier function by modulating the expression levels of tight junction proteins	CLAIM:000228819:0-1	PAIR2:GENE:100642175|GENE:10658	CLAIM:000228819	1dd8b50c54889864ca77835c68f1104a7361e93e	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	103.0
146	alpha2CAR	24175	10090	GRK5	59075	10116	no_interaction	coIP	co-immunoprecipitation	Indeed, in all lysates tested, there was no interaction between the alpha2CAR and GRK5, but we were able to detect both GRK5 and GAPDH in the total lysates on the same blot.	As a control for any non-specific protein-protein interaction, we performed experiments in the same lysates pulling down for the alpha2C adrenergic receptor (alpha2CAR), which has been shown previously to not be modified by GRK5 (Supplemental Figure 2B).		22753221	PMC3409876	Parallel Changes in Neuronal AT1R and GRK5 Expression Following Exercise Training in Heart Failure	CLAIM:000284842:0-1	PAIR2:GENE:24175|GENE:59075	CLAIM:000284842	0c1d4e95fea873091287bf9603f0188dd4dd2cc4	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	0	0	1	0	0	0	103.0
147	tubulin	37888	10090	F-actin	40444	7227	no_binding	pull_down	pull-down	Conversely, the MT-binding proteins kinesin heavy chain, centrosomal protein (CP) 190, CP60, p150Glued, and dynein, as well as tubulin, do not bind significantly to the F-actin column, indicating selective binding (Fig.	1989).	1 C, lanes 2 and 3; dynein not shown).	11076973	PMC2169433	Lava Lamp, a Novel Peripheral Golgi Protein, Is Required for Drosophila melanogaster Cellularization	CLAIM:000336055:0-1	PAIR2:GENE:37888|GENE:40444	CLAIM:000336055	114fc83b88152e487b445dd2e86ae9b994721f59	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	103.0
148	dynein	33319	7227	F-actin	40444	7227	no_binding	pull_down	pull-down	Conversely, the MT-binding proteins kinesin heavy chain, centrosomal protein (CP) 190, CP60, p150Glued, and dynein, as well as tubulin, do not bind significantly to the F-actin column, indicating selective binding (Fig.	1989).	1 C, lanes 2 and 3; dynein not shown).	11076973	PMC2169433	Lava Lamp, a Novel Peripheral Golgi Protein, Is Required for Drosophila melanogaster Cellularization	CLAIM:000336054:0-1	PAIR2:GENE:33319|GENE:40444	CLAIM:000336054	8ec6407eb9d0713b5d969d9f0683185e85e2af56	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	103.0
149	p150Glued	39536	7227	F-actin	40444	7227	no_binding	pull_down	pull-down	Conversely, the MT-binding proteins kinesin heavy chain, centrosomal protein (CP) 190, CP60, p150Glued, and dynein, as well as tubulin, do not bind significantly to the F-actin column, indicating selective binding (Fig.	1989).	1 C, lanes 2 and 3; dynein not shown).	11076973	PMC2169433	Lava Lamp, a Novel Peripheral Golgi Protein, Is Required for Drosophila melanogaster Cellularization	CLAIM:000336053:0-1	PAIR2:GENE:39536|GENE:40444	CLAIM:000336053	592d834b659bc97163b728583985088c3a610b85	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	103.0
151	F-actin	40444	7227	CP60	41848	7227	no_binding	pull_down	pull-down	Conversely, the MT-binding proteins kinesin heavy chain, centrosomal protein (CP) 190, CP60, p150Glued, and dynein, as well as tubulin, do not bind significantly to the F-actin column, indicating selective binding (Fig.	1989).	1 C, lanes 2 and 3; dynein not shown).	11076973	PMC2169433	Lava Lamp, a Novel Peripheral Golgi Protein, Is Required for Drosophila melanogaster Cellularization	CLAIM:000336052:0-1	PAIR2:GENE:40444|GENE:41848	CLAIM:000336052	e63da5e1ef9f70d4ea8a989de115bd26e2d3e92c	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	103.0
152	alpha-synuclein	20617	10090	HD8	55869	9606	no_binding	pull_down	pull-down	Both HD1 and HD8 show strong pull-down using immobilized protofibrils and essentially no binding to beads loaded with monomeric Httex1Q46, or alpha-synuclein fibrils (Fig.	We tested the binding specificity of HD1 and HD8 using radioactive pull-down experiments with immobilized protofibrils.	1 C), indicating that they are specific for the structural form present in huntingtin protofibrils.	41279516	PMC12633338	Protofibril Binding Peptides Recognize and Inhibit Huntingtin Amyloid Formation in vitro and in vivo	CLAIM:000143957:0-1	PAIR2:GENE:20617|GENE:55869	CLAIM:000143957	12f8b60e72501941ae4f2956de104b51f17d47a7	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	103.0
153	alpha-synuclein	20617	10090	HD1	5339	9606	no_binding	pull_down	pull-down	Both HD1 and HD8 show strong pull-down using immobilized protofibrils and essentially no binding to beads loaded with monomeric Httex1Q46, or alpha-synuclein fibrils (Fig.	We tested the binding specificity of HD1 and HD8 using radioactive pull-down experiments with immobilized protofibrils.	1 C), indicating that they are specific for the structural form present in huntingtin protofibrils.	41279516	PMC12633338	Protofibril Binding Peptides Recognize and Inhibit Huntingtin Amyloid Formation in vitro and in vivo	CLAIM:000143956:0-1	PAIR2:GENE:20617|GENE:5339	CLAIM:000143956	f1d4d5bf7e3760b485a757663ab9e20acdeb2df7	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	103.0
154	SIRT3	23410	9606	HIF1alpha	3091	9606	no_binding	pull_down	pull-down	SIRT1, but not SIRT3, pulled down HIF1alpha (Figure S4A), suggesting that SIRT3 does not interact with HIF1alpha directly.	To test whether SIRT3 might act through a similar mechanism, we immunoprecipitated SIRT1 or SIRT3 and probed for interactions with HIF1alpha.		21397863	PMC3065720	SIRT3 opposes reprogramming of cancer cell metabolism through HIF1alpha destabilization	CLAIM:000263855:0-1	PAIR2:GENE:23410|GENE:3091	CLAIM:000263855	f9361b47ef48751dab2581691a000dbbc8d37b4b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	103.0
155	p10	20194	10090	p12	69745	10090	no_binding	pull_down	pull-down	Only low or no binding of p12 and p10 was observed to these protein-Sepharoses.	However, when the disrupted virus particles and p30 were coupled to Sepharose in the presence of Triton X-100, stronger binding of the four proteins was observed.	The results are discussed with respect to the assembly and structure of the virus particle.	7142970		Association of moloney murine leukaemia virus proteins: an assay for hydrophobic protein-protein interactions.	CLAIM:000245211:0-1	PAIR2:GENE:20194|GENE:69745	CLAIM:000245211	b06572bf4a150bec7ede1a9fbaf265b7d8c5503d	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	103.0
156	hsp70	15511	10090	hsp56	8991	9606	no_binding	pull_down	pull-down	In this work, we show that highly purified mouse hsp90 binds in a reversible equilibrium to immunopurified rabbit hsp56, but hsp56 does not bind to purified mouse hsp70.	(1993) Biochemistry 32, 3953-3957).	In contrast to the equilibrium binding of hsp90 to hsp56, purified hsp90 binds poorly or not at all to purified hsp70 unless a third factor from reticulocyte lysate is present to permit complex formation.	8157642		Characterization of the protein-protein interactions determining the heat shock protein (hsp90.hsp70.hsp56) heterocomplex.	CLAIM:000071020:0-1	PAIR2:GENE:15511|GENE:8991	CLAIM:000071020	92691e589f59d180b4b239b187146917e3e67d92	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	103.0
