ac_id	protein_a	protein_c	tax_id	pdb_id	assembly_id	structure_file	chain_a	chain_c	bridge_chain	bridge_protein	num_protein_chains	experimental_method	resolution	r_free	ac_min_heavy_a	ac_min_cb_or_ca_a	ac_distance_margin_status	ac_mutual_nearest	a_observed_residues	c_observed_residues	a_construct_coverage	c_construct_coverage	a_canonical_coverage	c_canonical_coverage	ab_min_heavy_a	bc_min_heavy_a	ab_cbca_contact_pairs_8a	bc_cbca_contact_pairs_8a	ab_interface_residues_anchor	ab_interface_residues_bridge	bc_interface_residues_bridge	bc_interface_residues_negative	bridge_edges_interface_pass	aggregate_noncontact_assemblies	aggregate_class_a_assemblies	aggregate_distinct_pdb_count	assembly_coordinate_source	assembly_rebuild_audit_status	direct_positive_conflict_status	structure_grade_provisional	negative_label_semantics	qc_status	assembly_size_stratum
AC:001046	P47093	P53905	559292	4m7d	2	4m7d-assembly2.cif.gz	H	M	N	P40070	7	X-RAY DIFFRACTION			8.734	12.875	borderline_8_to_10A	0	64	65	0.6667	0.5652	0.5872	0.5652	2.281	2.024	49	39	16	17	18	11	1	12	12	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:001047	P61157	Q1JP79	9913	9eam	1	9eam-assembly1.cif.gz	A	C	F	Q148J6	8	ELECTRON MICROSCOPY			18.412	20.019	robust_ge_10A	0	413	370	0.9880	1.0000	0.9880	1.0000	3.208	2.752	15	41	8	7	18	28	1	5	5	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:001048	P28791	Q12745	559292	8eki	1	8eki-assembly1.cif.gz	A	D	B	P53146	5	ELECTRON MICROSCOPY			8.430	10.235	borderline_8_to_10A	0	170	684	0.6182	0.9647	0.4439	0.9647	2.656	2.438	65	44	28	23	17	23	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:001049	Q2FW12	Q2G111	93061	7kwg	1	7kwg-assembly1.cif.gz	D	S	C	Q2FZ25	19	ELECTRON MICROSCOPY			61.680	62.546	robust_ge_10A	0	202	70	0.9309	0.8750	0.9309	0.8750	6.433	7.895	0	0	0	0	0	0	0	15	1	15	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001050	Q09177	Q92399	284812	7aoe	1	7aoe-assembly1.cif.gz	K	H	A	P15398	12	ELECTRON MICROSCOPY			13.220	18.095	robust_ge_10A	0	95	123	0.7600	0.9840	0.7600	0.9840	2.371	2.203	53	82	23	20	33	26	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001051	A0AAN0Y3T9	A0AAN0Y4G9	1219067	9h90	1	9h90-assembly1.cif.gz	G	O	E	A0AAN0Y0S4	17	ELECTRON MICROSCOPY			13.178	18.227	robust_ge_10A	0	157	123	0.9401	0.9919	1.0064	0.9919	2.685	3.776	35	3	16	14	2	2	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001052	A0A2D2D0T0	A0A2D2D0T8	595536	7s6r	1	7s6r-assembly1.cif.gz	G	H	E	P27353	8	X-RAY DIFFRACTION			13.916	16.443	robust_ge_10A	0	168	132	1.0000	1.0000	0.9941	0.9565	2.703	2.289	106	161	42	43	66	49	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:001053	B7GL84	B7GL97	491915	6z16	1	6z16-assembly1.cif.gz	A	L	B	B7GL83	14	ELECTRON MICROSCOPY			12.814	15.031	robust_ge_10A	0	788	158	0.9598	1.0000	0.9598	1.0000	2.785	3.316	95	34	33	37	15	16	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001054	P23993	P69416	4513	7ewk	1	7ewk-assembly1.cif.gz	L	C	B	A1E9J0	15	ELECTRON MICROSCOPY			41.392	42.051	robust_ge_10A	0	193	81	1.0000	1.0000	0.9234	1.0000	3.448	2.598	4	40	3	2	24	14	0	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001055	A0A2K1JLZ3	Q8MFA3	3218	6l35	1	6l35-assembly1.cif.gz	O	A	B	Q8MFA2	17	ELECTRON MICROSCOPY			20.531	26.011	robust_ge_10A	0	192	742	1.0000	1.0000	0.7837	0.9893	3.573	2.219	5	241	4	2	78	79	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001056	A0A2K3DG79	A8IH07	3055	7ekq	1	7ekq-assembly1.cif.gz	S	N	C	A8IJ60	19	ELECTRON MICROSCOPY			29.524	32.255	robust_ge_10A	0	194	338	1.0000	0.8825	0.8981	0.8145	2.494	2.447	34	62	15	18	21	20	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001057	O14010	Q9P7Y4	284812	5n9j	1	5n9j-assembly1.cif.gz	O	A	L	P87306	15	X-RAY DIFFRACTION			11.370	15.316	robust_ge_10A	0	119	566	0.8750	0.9577	0.8750	0.6439	2.109	2.097	140	133	54	63	59	60	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001058	I7MCM8	Q24CE5	312017	6zyw	1	6zyw-assembly1.cif.gz	I	M	R	I7M008	19	ELECTRON MICROSCOPY			42.764	42.764	robust_ge_10A	0	89	86	0.8091	0.9885	0.8091	0.9885	2.432	3.129	33	54	15	11	19	29	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001059	A0A2K3CYB6	A0A2K3DLI2	3055	8xks	1	8xks-assembly1.cif.gz	I	Q	A	A0A2K3CRM9	20	ELECTRON MICROSCOPY			101.287	103.987	robust_ge_10A	0	204	386	0.6182	0.7798	0.6182	0.7798	3.338	2.604	3	41	2	2	19	14	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001060	A0A2K3DHV6	A0A2K3DM81	3055	8xks	1	8xks-assembly1.cif.gz	H	J	E	Q32065	20	ELECTRON MICROSCOPY			13.397	20.673	robust_ge_10A	0	500	274	0.7236	0.7507	0.7236	0.7507	2.284	2.550	371	223	150	93	90	81	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001061	P61029	Q9V0G8	272844	6swe	1	6swe-assembly1.cif.gz	J	I	B	Q9V109	13	ELECTRON MICROSCOPY			38.389	41.645	robust_ge_10A	0	67	149	0.9437	0.9933	0.9437	0.9933	2.251	3.333	67	9	25	22	4	4	1	7	1	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001062	P9WGY5	P9WIU9	83332	8e82	1	8e82-assembly1.cif.gz	E	F	D	P9WGY7	6	ELECTRON MICROSCOPY			61.090	65.854	robust_ge_10A	0	82	122	0.7455	0.5126	0.7455	0.5126	2.357	2.593	143	39	46	54	17	15	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:001063	P0AFH6	P76027	83333	8z21	1	8z21-assembly1.cif.gz	B	C	A	P0AFH2	4	ELECTRON MICROSCOPY			8.081	11.047	borderline_8_to_10A	0	278	327	0.9205	0.9732	0.9205	0.9703	2.702	2.753	116	65	39	46	22	27	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:001064	P0A4U6	P22704	103690	8h3v	1	8h3v-assembly1.cif.gz	N	E	C	Q8YPK3	13	ELECTRON MICROSCOPY			12.927	16.913	robust_ge_10A	0	196	226	0.8789	0.9576	0.8789	0.3616	2.854	2.323	7	79	4	4	36	40	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001065	Q23RH8	Q23S01	312017	8b6g	1	8b6g-assembly1.cif.gz	M	K	H	I7MEX7	15	ELECTRON MICROSCOPY			14.275	17.918	robust_ge_10A	0	59	103	0.9833	1.0000	0.9833	1.0000	2.450	2.502	34	18	7	18	7	9	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001066	A0A2P6TC44	A0A2P6TS63	3076	7a4p	1	7a4p-assembly1.cif.gz	L	S	A	W8SY74	20	ELECTRON MICROSCOPY			64.326	67.963	robust_ge_10A	0	140	221	0.8917	1.0000	0.3091	0.8066	3.394	6.828	8	0	7	4	0	0	0	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001067	P62815	Q5FVI6	10116	7uzj	1	7uzj-assembly1.cif.gz	E	G	T		20	ELECTRON MICROSCOPY			22.693	27.814	robust_ge_10A	0	464	358	0.9080	0.9372	0.9080	0.9372	2.747	2.554	24	24	13	15	9	12	1	12	12	12	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001068	P48237	Q02608	559292	8d8j	1	8d8j-assembly1.cif.gz	C	P	N	Q03799	15	ELECTRON MICROSCOPY			33.398	38.759	robust_ge_10A	0	660	121	0.7639	0.7908	0.7639	1.0000	2.328	3.397	38	2	15	16	2	1	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001069	A0A2P6THB2	W8SU98	3076	6zzx	1	6zzx-assembly1.cif.gz	N	M	K	A0A2P6U0J1	24	ELECTRON MICROSCOPY			35.436	42.902	robust_ge_10A	0	87	35	1.0000	1.0000	0.6444	1.1290	2.353	3.127	10	13	3	6	7	7	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001070	Q32P78	Q5E9B8	9913	5oik	1	5oik-assembly1.cif.gz	J	G	B	A5PJW8	14	ELECTRON MICROSCOPY			56.734	57.329	robust_ge_10A	0	67	171	1.0000	0.9942	1.0000	0.9942	2.710	3.353	89	13	28	42	7	8	1	6	6	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001071	P39543	Q12431	559292	7ktx	1	7ktx-assembly1.cif.gz	G	F	C	P36039	12	ELECTRON MICROSCOPY			22.662	27.900	robust_ge_10A	0	151	97	0.6453	0.8981	0.6453	0.8981	7.065	2.961	0	52	0	0	20	23	0	3	1	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001072	F2QS38	F2R0J7	981350	8ucm	1	8ucm-assembly1.cif.gz	H	C	B	F2R0K8	10	ELECTRON MICROSCOPY			18.846	20.936	robust_ge_10A	0	58	236	1.0000	1.0000	0.7073	0.9478	3.566	2.630	10	239	4	5	86	84	1	7	7	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:001073	P00045	P22289	559292	3cxh	1	3cxh-assembly1.cif.gz	W	T	O	P07143	23	X-RAY DIFFRACTION			17.510	22.049	robust_ge_10A	0	111	55	1.0000	0.8462	0.9823	0.8333	3.284	2.491	27	40	14	17	21	16	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001074	P40089	P47017	559292	4c92	1	4c92-assembly1.cif.gz	E	A	F	Q06406	7	X-RAY DIFFRACTION			8.230	11.978	borderline_8_to_10A	0	84	130	0.9032	0.8904	0.9032	0.7558	2.610	3.377	53	11	22	21	7	4	1	4	4	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:001075	Q83ER2	Q83ES8	227377	9t0z	1	9t0z-assembly1.cif.gz	H	G	T	Q83ED6	21	ELECTRON MICROSCOPY			13.827	15.562	robust_ge_10A	0	125	206	0.8993	0.9075	0.9615	1.0785	3.276	2.907	5	22	2	4	11	10	0	3	1	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001076	Q39211	Q8LE42	3702	8xmb	1	8xmb-assembly1.cif.gz	C	G	B	Q9LK40	13	ELECTRON MICROSCOPY			45.086	47.534	robust_ge_10A	0	291	174	0.9122	1.0000	0.9122	1.0000	2.444	5.849	73	2	32	33	2	2	0	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001077	A0A2K9VK88	A0A2K9VK97	2024304	9c39	1	9c39-assembly1.cif.gz	C	L	J	A0A2K9VK89	16	ELECTRON MICROSCOPY			24.802	25.852	robust_ge_10A	0	130	108	0.8725	0.9818	0.8725	0.9818	2.520	2.996	15	37	7	7	10	19	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001078	O19927	Q9TLR0	2771	4yuu	2	4yuu-assembly2.cif.gz	HA	DA	W	Q9TM46	21	X-RAY DIFFRACTION			38.644	41.713	robust_ge_10A	0	30	37	0.9375	0.9024	0.9375	0.9024	2.864	3.087	4	43	2	3	22	15	0	4	4	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001079	P56752	Q9SCY3	3702	7wff	1	7wff-assembly1.cif.gz	F	P	B	A0A1B1W4Z4	17	ELECTRON MICROSCOPY			34.975	37.940	robust_ge_10A	0	677	145	0.9075	0.6682	0.9075	0.6682	2.943	2.287	17	65	7	7	28	26	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001080	C4QY79	C4R2R6	644223	5xon	1	5xon-assembly1.cif.gz	I	P	A	C4R4Y0	15	ELECTRON MICROSCOPY			10.427	12.771	robust_ge_10A	0	111	155	0.9652	0.8158	0.9823	0.5439	1.429	1.610	73	145	28	34	66	60	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001081	O43402	Q5UCC4	9606	8j0o	1	8j0o-assembly1.cif.gz	H	J	D	Q5J8M3	10	ELECTRON MICROSCOPY			44.330	47.917	robust_ge_10A	0	195	282	0.9286	0.9965	0.9286	1.0763	2.856	3.135	22	14	10	7	7	8	1	7	6	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:001082	O94616	Q09191	284812	7aoe	1	7aoe-assembly1.cif.gz	C	E	A	P15398	12	ELECTRON MICROSCOPY			49.289	52.406	robust_ge_10A	0	317	207	0.9109	0.9857	0.9109	0.9857	3.152	2.326	11	139	5	7	57	47	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001083	E1C9L2	Q41038	3888	4y28	1	4y28-assembly1.cif.gz	O	M	N	Q9SQL2	16	X-RAY DIFFRACTION			39.562	44.054	robust_ge_10A	0	194	207	0.9604	0.7695	1.1412	0.7695	2.493	2.798	31	19	11	13	8	11	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001084	O15145	Q9NZQ3	9606	9i2b	1	9i2b-assembly1.cif.gz	O	R	X	P61158	24	ELECTRON MICROSCOPY			21.414	24.428	robust_ge_10A	0	174	372	0.9775	0.9920	0.9775	0.5152	2.363	2.582	39	102	16	20	38	31	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001085	A0QSG6	A0QSP9	246196	8yp6	1	8yp6-assembly1.cif.gz	D	H	B	A0QSD7	19	ELECTRON MICROSCOPY			27.452	28.366	robust_ge_10A	0	198	126	1.0000	1.0000	0.9252	0.8400	3.144	7.765	0	0	0	0	0	0	0	20	1	20	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001086	P53041	Q16543	9606	7zr5	1	7zr5-assembly1.cif.gz	E	C	A	P08238	5	ELECTRON MICROSCOPY			21.973	27.993	robust_ge_10A	0	429	265	0.8773	0.6709	0.8597	0.7011	2.828	2.950	14	16	5	8	10	9	1	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	3_10
AC:001087	P62807	Q9Y230	9606	8x19	1	8x19-assembly1.cif.gz	B	N	L	O43257	23	ELECTRON MICROSCOPY			15.022	20.509	robust_ge_10A	0	96	411	0.7619	0.8877	0.7619	0.8877	2.547	2.804	18	22	10	10	9	11	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001088	A8IFG7	Q75VY9	3055	7bgi	1	7bgi-assembly1.cif.gz	I	N	A	P12154	21	ELECTRON MICROSCOPY			19.094	24.990	robust_ge_10A	0	39	219	1.0000	1.0000	0.3679	0.8202	3.225	2.411	19	35	8	8	19	13	1	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001089	A0A1S3X147	P06271	4097	8wa1	1	8wa1-assembly1.cif.gz	K	B	C	A0A140G1Q3	20	ELECTRON MICROSCOPY			14.527	18.136	robust_ge_10A	0	204	998	0.6163	0.9327	0.6163	0.9327	2.531	2.591	116	312	50	40	107	100	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001090	A0A2P6TS63	W8SUA3	3076	6zzy	1	6zzy-assembly1.cif.gz	T	B	H	A0A2P6TPU7	23	ELECTRON MICROSCOPY			28.287	32.874	robust_ge_10A	0	221	731	1.0000	1.0000	0.8066	0.9959	2.306	2.773	8	5	6	2	2	4	0	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
AC:001091	Q9B6D4	Q9B6E8	284591	7zkp	1	7zkp-assembly1.cif.gz	B	F	I	Q9B6E9	14	ELECTRON MICROSCOPY			9.336	11.039	borderline_8_to_10A	0	88	302	1.0000	0.8882	0.9888	0.8856	2.453	3.012	147	68	54	59	31	26	1	7	7	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	11_24
