protein_a	protein_c	example_evidence	reason	details
G1SHQ2	G1SS70	6gz3-assembly1.cif.gz:BB-GB	assembly_exceeds_chain_cap	chains=79
G1SS70	G1TUN8	6gz3-assembly1.cif.gz:BB-RB	assembly_exceeds_chain_cap	chains=79
G1SZ47	G1T6D1	6gz3-assembly1.cif.gz:HA-IB	assembly_exceeds_chain_cap	chains=79
P60866	Q7Z478	22tu-assembly1.cif.gz:DC-QB	assembly_exceeds_chain_cap	chains=77
P39019	P62906	8y0w-assembly1.cif.gz:QB-VA	assembly_exceeds_chain_cap	chains=77
P62753	Q8NC51	8y0w-assembly1.cif.gz:EB-S	assembly_exceeds_chain_cap	chains=77
P62913	P63241	8y0w-assembly1.cif.gz:A-O	assembly_exceeds_chain_cap	chains=77
Q8NC51	Q96L21	8y0w-assembly1.cif.gz:N-S	assembly_exceeds_chain_cap	chains=77
P13639	P62249	8y0x-assembly1.cif.gz:BB-CB	assembly_exceeds_chain_cap	chains=75
P83881	Q8NC51	8y0x-assembly1.cif.gz:QA-S	assembly_exceeds_chain_cap	chains=75
G1SWI6	G1TUB1	8scb-assembly1.cif.gz:F-H	assembly_exceeds_chain_cap	chains=80
A0A3S7X961	P62885	5t2a-assembly1.cif.gz:KA-LA	assembly_exceeds_chain_cap	chains=71
D1M863	E9B8Q2	5t2a-assembly1.cif.gz:R-V	assembly_exceeds_chain_cap	chains=71
A0A3S7X954	E9BMB4	5t2a-assembly1.cif.gz:GA-O	assembly_exceeds_chain_cap	chains=71
A0A3Q8IET6	E9BAV6	5t2a-assembly1.cif.gz:EA-MB	assembly_exceeds_chain_cap	chains=71
A0A3Q8ICH0	A0A3S5H5A8	5t2a-assembly1.cif.gz:K-S	assembly_exceeds_chain_cap	chains=71
A0A3Q8IJA8	E9B7P2	5t2a-assembly1.cif.gz:NA-T	assembly_exceeds_chain_cap	chains=71
A0A3Q8IJC5	E9BI29	5t2a-assembly1.cif.gz:SA-UA	assembly_exceeds_chain_cap	chains=71
A0A3S5H7L0	E9BCX6	5t2a-assembly1.cif.gz:OA-PA	assembly_exceeds_chain_cap	chains=71
A0A3Q8IHK2	E9BRS2	5t2a-assembly1.cif.gz:HA-XA	assembly_exceeds_chain_cap	chains=71
E9BJI2	E9BR60	5t2a-assembly1.cif.gz:RB-TB	assembly_exceeds_chain_cap	chains=71
A0A3S5H5A8	A0A3S5H5C4	5t2a-assembly1.cif.gz:J-K	assembly_exceeds_chain_cap	chains=71
A0A3Q8II03	A0A3S5H7L0	5t2a-assembly1.cif.gz:PA-Q	assembly_exceeds_chain_cap	chains=71
A0A3S7X954	P62885	5t2a-assembly1.cif.gz:GA-LA	assembly_exceeds_chain_cap	chains=71
A0A3S5H7L0	A0A3S7X961	5t2a-assembly1.cif.gz:KA-PA	assembly_exceeds_chain_cap	chains=71
A0A3Q8ISR1	Q25278	5t2a-assembly1.cif.gz:N-QA	assembly_exceeds_chain_cap	chains=71
A0A3S7XBN1	E9BIP6	5t2a-assembly1.cif.gz:I-IA	assembly_exceeds_chain_cap	chains=71
A0A3Q8IHK2	E9BMB4	5t2a-assembly1.cif.gz:HA-O	assembly_exceeds_chain_cap	chains=71
A0A3S7X954	A0A3S7XBN1	5t2a-assembly1.cif.gz:GA-I	assembly_exceeds_chain_cap	chains=71
A0A3Q8IGI9	E9BIP6	5t2a-assembly1.cif.gz:IA-Z	assembly_exceeds_chain_cap	chains=71
E9BCX6	E9BIP6	5t2a-assembly1.cif.gz:IA-OA	assembly_exceeds_chain_cap	chains=71
D1M863	E9BP34	5t2a-assembly1.cif.gz:V-Y	assembly_exceeds_chain_cap	chains=71
E9BCX6	E9BSK4	5t2a-assembly1.cif.gz:FA-OA	assembly_exceeds_chain_cap	chains=71
E9BMB4	E9BRS2	5t2a-assembly1.cif.gz:O-XA	assembly_exceeds_chain_cap	chains=71
E9BI96	E9BTG4	5t2a-assembly1.cif.gz:HB-NB	assembly_exceeds_chain_cap	chains=71
A0A3Q8ICH0	A0A3Q8IGI9	5t2a-assembly1.cif.gz:S-Z	assembly_exceeds_chain_cap	chains=71
A0A3S5H7L0	E9B949	5t2a-assembly1.cif.gz:PA-VA	assembly_exceeds_chain_cap	chains=71
A0A3S7X961	E9BRS2	5t2a-assembly1.cif.gz:KA-XA	assembly_exceeds_chain_cap	chains=71
A0A3S7X954	E9BI29	5t2a-assembly1.cif.gz:GA-UA	assembly_exceeds_chain_cap	chains=71
E9B7P2	E9B949	5t2a-assembly1.cif.gz:NA-VA	assembly_exceeds_chain_cap	chains=71
A0A3S5H5C4	A0A3S7WWL2	5t2a-assembly1.cif.gz:J-WA	assembly_exceeds_chain_cap	chains=71
P22136	Q02608	9hlz-assembly1.cif.gz:IA-P	assembly_exceeds_chain_cap	chains=76
P40496	P53305	9hlz-assembly1.cif.gz:EA-U	assembly_exceeds_chain_cap	chains=76
P25642	P36516	9hlz-assembly1.cif.gz:QA-SA	assembly_exceeds_chain_cap	chains=76
P40033	P53305	9hlz-assembly1.cif.gz:EA-R	assembly_exceeds_chain_cap	chains=76
P10663	P28778	9hlz-assembly1.cif.gz:F-N	assembly_exceeds_chain_cap	chains=76
P25348	Q04598	9hlz-assembly1.cif.gz:SB-UB	assembly_exceeds_chain_cap	chains=76
P17558	P36519	9hlz-assembly1.cif.gz:V-ZA	assembly_exceeds_chain_cap	chains=76
P32493	P38175	9hlz-assembly1.cif.gz:BA-HA	assembly_exceeds_chain_cap	chains=76
P10663	P22136	9hlz-assembly1.cif.gz:IA-N	assembly_exceeds_chain_cap	chains=76
P53733	Q03153	9hlz-assembly1.cif.gz:JA-S	assembly_exceeds_chain_cap	chains=76
P32493	P40496	9hlz-assembly1.cif.gz:CA-HA	assembly_exceeds_chain_cap	chains=76
O75012	Q03153	9hlz-assembly1.cif.gz:GA-JA	assembly_exceeds_chain_cap	chains=76
P33759	P35996	9hlz-assembly1.cif.gz:DB-E	assembly_exceeds_chain_cap	chains=76
P10663	P40496	9hlz-assembly1.cif.gz:CA-N	assembly_exceeds_chain_cap	chains=76
P36533	Q06678	9hlz-assembly1.cif.gz:MA-TB	assembly_exceeds_chain_cap	chains=76
P22136	Q01163	9hlz-assembly1.cif.gz:IA-W	assembly_exceeds_chain_cap	chains=76
P22136	Q03201	9hlz-assembly1.cif.gz:IA-J	assembly_exceeds_chain_cap	chains=76
P32387	P36525	9hlz-assembly1.cif.gz:KB-NB	assembly_exceeds_chain_cap	chains=76
P36527	P53733	9hlz-assembly1.cif.gz:AA-NA	assembly_exceeds_chain_cap	chains=76
P28778	P32902	9hlz-assembly1.cif.gz:B-F	assembly_exceeds_chain_cap	chains=76
P21771	P22136	9hlz-assembly1.cif.gz:IA-O	assembly_exceeds_chain_cap	chains=76
P20084	P36520	9hlz-assembly1.cif.gz:EB-PB	assembly_exceeds_chain_cap	chains=76
P36531	P42847	9hlz-assembly1.cif.gz:K-RB	assembly_exceeds_chain_cap	chains=76
P21771	P53937	9hlz-assembly1.cif.gz:M-O	assembly_exceeds_chain_cap	chains=76
O75012	P27929	9hlz-assembly1.cif.gz:D-Z	assembly_exceeds_chain_cap	chains=76
P27929	Q03153	9hlz-assembly1.cif.gz:D-JA	assembly_exceeds_chain_cap	chains=76
P02381	P42847	9hlz-assembly1.cif.gz:C-K	assembly_exceeds_chain_cap	chains=76
P22353	P33759	9hlz-assembly1.cif.gz:E-GB	assembly_exceeds_chain_cap	chains=76
P32387	Q06090	9hlz-assembly1.cif.gz:KB-PA	assembly_exceeds_chain_cap	chains=76
P38064	P53921	9hlz-assembly1.cif.gz:FB-VB	assembly_exceeds_chain_cap	chains=76
A0A5K1K8V8	C0H4A6	9bup-assembly1.cif.gz:BB-YA	assembly_exceeds_chain_cap	chains=74
A0A5K1K8V8	Q8IAX6	9bup-assembly1.cif.gz:BB-KA	assembly_exceeds_chain_cap	chains=74
Q8II62	Q8IJK8	9bup-assembly1.cif.gz:OA-VA	assembly_exceeds_chain_cap	chains=74
Q8IBN5	Q8IIA2	9bup-assembly1.cif.gz:P-Z	assembly_exceeds_chain_cap	chains=74
O96258	Q8IET7	9bup-assembly1.cif.gz:C-Q	assembly_exceeds_chain_cap	chains=74
C0H4K8	O97249	9bup-assembly1.cif.gz:AA-Y	assembly_exceeds_chain_cap	chains=74
Q8ID50	Q8IJC6	9bup-assembly1.cif.gz:RB-XA	assembly_exceeds_chain_cap	chains=74
Q8IAX5	Q8IIA2	9bup-assembly1.cif.gz:T-Z	assembly_exceeds_chain_cap	chains=74
K7ELC2	P23396	9syr-assembly1.cif.gz:MB-OA	assembly_exceeds_chain_cap	chains=80
K7ELC2	P46783	9syr-assembly1.cif.gz:KA-OA	assembly_exceeds_chain_cap	chains=80
B1AHH2	P46779	9syr-assembly1.cif.gz:CC-WB	assembly_exceeds_chain_cap	chains=80
P35268	Q13765	9syr-assembly1.cif.gz:K-Z	assembly_exceeds_chain_cap	chains=80
P42766	P53582	9syr-assembly1.cif.gz:CA-X	assembly_exceeds_chain_cap	chains=80
B1AHH2	P53582	9syr-assembly1.cif.gz:CA-CC	assembly_exceeds_chain_cap	chains=80
B1AHH2	Q13765	9syr-assembly1.cif.gz:CC-Z	assembly_exceeds_chain_cap	chains=80
B1AHH2	P18124	9syr-assembly1.cif.gz:CC-YB	assembly_exceeds_chain_cap	chains=80
P40010	P49166	7oh3-assembly1.cif.gz:LA-RA	low_construct_coverage	chains=47;heavy=51.590;cbca=60.689
G1SGR6	G1U7L1	9bdp-assembly1.cif.gz:FA-UA	assembly_exceeds_chain_cap	chains=78
G1SJB4	G1TJH8	9bdp-assembly1.cif.gz:XA-YA	assembly_exceeds_chain_cap	chains=78
G1SE76	G1SP51	9bdp-assembly1.cif.gz:BA-LB	assembly_exceeds_chain_cap	chains=78
G1SZ12	G1U7M4	6mte-assembly1.cif.gz:BC-M	assembly_exceeds_chain_cap	chains=79
Q3T199	Q5E958	6mte-assembly1.cif.gz:GB-VB	assembly_exceeds_chain_cap	chains=79
O18789	Q2KHT7	6mte-assembly1.cif.gz:AB-ZB	assembly_exceeds_chain_cap	chains=79
O18789	Q24JY1	6mte-assembly1.cif.gz:CC-X	assembly_exceeds_chain_cap	chains=79
Q24JY1	Q3T0W9	6mte-assembly1.cif.gz:R-X	assembly_exceeds_chain_cap	chains=79
P0CX39	Q04500	9n76-assembly1.cif.gz:I-IB	assembly_exceeds_chain_cap	chains=64
P0CX37	Q12149	9n76-assembly1.cif.gz:G-PA	assembly_exceeds_chain_cap	chains=64
P0CX37	Q05946	9n76-assembly1.cif.gz:G-Z	assembly_exceeds_chain_cap	chains=64
Q05946	Q99207	9n76-assembly1.cif.gz:JB-Z	assembly_exceeds_chain_cap	chains=64
Q06679	Q12136	9n76-assembly1.cif.gz:NB-V	assembly_exceeds_chain_cap	chains=64
P0CX39	P39990	9n76-assembly1.cif.gz:I-XA	assembly_exceeds_chain_cap	chains=64
P25368	Q04500	9n76-assembly1.cif.gz:IB-JA	assembly_exceeds_chain_cap	chains=64
P41819	Q06078	9n76-assembly1.cif.gz:BA-KA	assembly_exceeds_chain_cap	chains=64
G1SE76	G1U7L1	8vft-assembly1.cif.gz:PA-X	assembly_exceeds_chain_cap	chains=78
G1TRM4	P55823	8vft-assembly1.cif.gz:IB-VA	assembly_exceeds_chain_cap	chains=78
G1SZ47	G1TSG1	8vft-assembly1.cif.gz:U-UB	assembly_exceeds_chain_cap	chains=78
A0A5F9CBF4	G1T8A2	8vft-assembly1.cif.gz:BC-VB	assembly_exceeds_chain_cap	chains=78
G1TKB3	P55823	8vft-assembly1.cif.gz:L-VA	assembly_exceeds_chain_cap	chains=78
A0A5F9CBF4	G1TRM4	8vft-assembly1.cif.gz:IB-VB	assembly_exceeds_chain_cap	chains=78
G1TTQ5	U3KPD5	8vft-assembly1.cif.gz:HA-IA	assembly_exceeds_chain_cap	chains=78
A0A5F9CBF4	G1TL06	8vft-assembly1.cif.gz:B-VB	assembly_exceeds_chain_cap	chains=78
G1TJR3	G1TLT8	8vft-assembly1.cif.gz:AA-R	assembly_exceeds_chain_cap	chains=78
P18621	P62753	9p7f-assembly1.cif.gz:E-EB	assembly_exceeds_chain_cap	chains=78
P12687	P31334	8uxa-assembly1.cif.gz:C-R	assembly_exceeds_chain_cap	chains=72
P14063	P36516	8uxa-assembly1.cif.gz:OA-UB	assembly_exceeds_chain_cap	chains=72
P32344	Q12487	8uxa-assembly1.cif.gz:AA-H	assembly_exceeds_chain_cap	chains=72
P31334	Q02204	8uxa-assembly1.cif.gz:RA-VA	assembly_exceeds_chain_cap	chains=72
P25626	P38783	8uxa-assembly1.cif.gz:AB-FB	assembly_exceeds_chain_cap	chains=72
P25626	Q06090	8uxa-assembly1.cif.gz:FB-NA	assembly_exceeds_chain_cap	chains=72
P22354	P25348	8uxa-assembly1.cif.gz:PB-SB	assembly_exceeds_chain_cap	chains=72
P22354	P36534	8uxa-assembly1.cif.gz:JB-SB	assembly_exceeds_chain_cap	chains=72
P36517	P38175	8uxa-assembly1.cif.gz:IA-T	assembly_exceeds_chain_cap	chains=72
P25348	P40033	8uxa-assembly1.cif.gz:GA-W	assembly_exceeds_chain_cap	chains=72
P38064	P53881	8uxa-assembly1.cif.gz:K-O	assembly_exceeds_chain_cap	chains=72
P25348	P38783	8uxa-assembly1.cif.gz:AB-PB	assembly_exceeds_chain_cap	chains=72
P36525	Q06630	8uxa-assembly1.cif.gz:LB-VB	assembly_exceeds_chain_cap	chains=72
Q02204	Q06630	8uxa-assembly1.cif.gz:RA-VB	assembly_exceeds_chain_cap	chains=72
P36523	Q02204	8uxa-assembly1.cif.gz:RA-SA	assembly_exceeds_chain_cap	chains=72
P25348	Q02204	8uxa-assembly1.cif.gz:PB-RA	assembly_exceeds_chain_cap	chains=72
P12687	P53881	8uxa-assembly1.cif.gz:O-R	assembly_exceeds_chain_cap	chains=72
P25626	Q06630	8uxa-assembly1.cif.gz:FB-VB	assembly_exceeds_chain_cap	chains=72
P12687	P35996	8uxa-assembly1.cif.gz:I-R	assembly_exceeds_chain_cap	chains=72
P53881	Q02204	8uxa-assembly1.cif.gz:HB-RA	assembly_exceeds_chain_cap	chains=72
P23369	Q02204	8uxa-assembly1.cif.gz:RA-TB	assembly_exceeds_chain_cap	chains=72
P20084	P38064	8uxa-assembly1.cif.gz:DB-NB	assembly_exceeds_chain_cap	chains=72
P38064	P53724	8uxa-assembly1.cif.gz:G-K	assembly_exceeds_chain_cap	chains=72
P32904	P40858	8uxa-assembly1.cif.gz:GB-YA	assembly_exceeds_chain_cap	chains=72
P32904	Q03246	8uxa-assembly1.cif.gz:F-FA	assembly_exceeds_chain_cap	chains=72
P12687	Q02608	8uxa-assembly1.cif.gz:EA-R	assembly_exceeds_chain_cap	chains=72
P31334	P36517	8uxa-assembly1.cif.gz:C-T	assembly_exceeds_chain_cap	chains=72
P53733	Q04598	8uxa-assembly1.cif.gz:HA-Y	assembly_exceeds_chain_cap	chains=72
P31334	P40858	8uxa-assembly1.cif.gz:GB-VA	assembly_exceeds_chain_cap	chains=72
P23369	P36526	8uxa-assembly1.cif.gz:MA-TB	assembly_exceeds_chain_cap	chains=72
P08865	P61513	8g5y-assembly1.cif.gz:BC-SA	assembly_exceeds_chain_cap	chains=77
P27635	P61247	8g5y-assembly1.cif.gz:SB-ZA	assembly_exceeds_chain_cap	chains=77
P0CX40	P53327	7zuw-assembly1.cif.gz:CA-N	assembly_exceeds_chain_cap	chains=77
Q98TF9	R4GIQ2	8q7z-assembly1.cif.gz:P-W	assembly_exceeds_chain_cap	chains=75
A0A1D5P3B1	A0A8V1A7V4	8q7z-assembly1.cif.gz:N-YB	assembly_exceeds_chain_cap	chains=75
F1NIX0	P67883	8q7z-assembly1.cif.gz:E-FA	assembly_exceeds_chain_cap	chains=75
A0A1D5PR40	Q5ZII1	8q7z-assembly1.cif.gz:G-S	assembly_exceeds_chain_cap	chains=75
A0A8V0YUB1	P22451	8q7z-assembly1.cif.gz:H-QA	assembly_exceeds_chain_cap	chains=75
P41125	R4GIQ2	8q7z-assembly1.cif.gz:O-W	assembly_exceeds_chain_cap	chains=75
F1NPA9	P50890	8q7z-assembly1.cif.gz:NB-ZB	assembly_exceeds_chain_cap	chains=75
A0A3Q2TV39	Q5ZII1	8q7z-assembly1.cif.gz:BC-VA	assembly_exceeds_chain_cap	chains=75
A0A8V0Z8V3	P63247	8q7z-assembly1.cif.gz:RB-SB	assembly_exceeds_chain_cap	chains=75
A0A8V0Z891	Q5ZII1	8q7z-assembly1.cif.gz:BC-XA	assembly_exceeds_chain_cap	chains=75
A0A3Q2U825	F1NIX0	8q7z-assembly1.cif.gz:AB-E	assembly_exceeds_chain_cap	chains=75
P47836	Q6ITC7	8q7z-assembly1.cif.gz:GB-YA	assembly_exceeds_chain_cap	chains=75
P32046	Q5ZKK8	8q7z-assembly1.cif.gz:RA-U	assembly_exceeds_chain_cap	chains=75
A0A8V0YS49	O42388	8q7z-assembly1.cif.gz:IA-PA	assembly_exceeds_chain_cap	chains=75
A0A1D5PR40	F1NIX0	8q7z-assembly1.cif.gz:BA-S	assembly_exceeds_chain_cap	chains=75
A0A3Q3A7P6	P67883	8q7z-assembly1.cif.gz:FA-KB	assembly_exceeds_chain_cap	chains=75
E1C810	F1NIX0	8q7z-assembly1.cif.gz:BA-MA	assembly_exceeds_chain_cap	chains=75
P32046	Q6ITC7	8q7z-assembly1.cif.gz:GB-RA	assembly_exceeds_chain_cap	chains=75
E1C4N0	R4GGJ0	8q7z-assembly1.cif.gz:OB-TB	assembly_exceeds_chain_cap	chains=75
A0A1L1RNZ2	Q5ZII1	8q7z-assembly1.cif.gz:EA-G	assembly_exceeds_chain_cap	chains=75
Q5ZJZ2	Q98TF5	8q7z-assembly1.cif.gz:F-OA	assembly_exceeds_chain_cap	chains=75
A0A8V0Z891	E1C4N0	8q7z-assembly1.cif.gz:TB-XA	assembly_exceeds_chain_cap	chains=75
A0A8V1A7V4	Q5ZHW8	8q7z-assembly1.cif.gz:HB-YB	assembly_exceeds_chain_cap	chains=75
F1NIX0	P41125	8q7z-assembly1.cif.gz:BA-O	assembly_exceeds_chain_cap	chains=75
A0A8V0YS49	Q5ZJZ2	8q7z-assembly1.cif.gz:F-IA	assembly_exceeds_chain_cap	chains=75
Q5ZII1	Q98TF6	8q7z-assembly1.cif.gz:G-LA	assembly_exceeds_chain_cap	chains=75
F1NB02	Q5ZJZ2	8q7z-assembly1.cif.gz:BB-DB	assembly_exceeds_chain_cap	chains=75
A0A8V0YUB1	P41125	8q7z-assembly1.cif.gz:O-QA	assembly_exceeds_chain_cap	chains=75
A0A1D5PR40	Q98TF7	8q7z-assembly1.cif.gz:KA-S	assembly_exceeds_chain_cap	chains=75
A0A1L1S0X5	Q98TF6	8q7z-assembly1.cif.gz:JA-LA	assembly_exceeds_chain_cap	chains=75
G1SKZ8	G1SS70	6sgc-assembly1.cif.gz:B-C	assembly_exceeds_chain_cap	chains=79
G1SZ12	G1TUB1	6sgc-assembly1.cif.gz:OA-UA	assembly_exceeds_chain_cap	chains=79
B7NZS8	G1SKZ8	6sgc-assembly1.cif.gz:B-K	assembly_exceeds_chain_cap	chains=79
P05756	P53327	7zrs-assembly1.cif.gz:CA-S	assembly_exceeds_chain_cap	chains=77
G1SE76	G1TG89	6r7q-assembly1.cif.gz:DC-X	assembly_exceeds_chain_cap	chains=81
G1SKF7	G1TJW1	6r7q-assembly1.cif.gz:CC-E	assembly_exceeds_chain_cap	chains=81
B7NZQ2	G1TFM5	6r7q-assembly1.cif.gz:BC-I	assembly_exceeds_chain_cap	chains=81
G1T6D1	G1TJW1	6r7q-assembly1.cif.gz:CC-XA	assembly_exceeds_chain_cap	chains=81
G1SQH0	G1U0Q2	6r7q-assembly1.cif.gz:GC-Y	assembly_exceeds_chain_cap	chains=81
G1TXF6	G1U0Q2	6r7q-assembly1.cif.gz:GC-Z	assembly_exceeds_chain_cap	chains=81
G1T040	G1TX70	6r7q-assembly1.cif.gz:RB-SA	assembly_exceeds_chain_cap	chains=81
G0S084	G0SBZ6	7old-assembly1.cif.gz:QB-WA	assembly_exceeds_chain_cap	chains=80
G0S5T7	G0SF00	7old-assembly1.cif.gz:H-MB	assembly_exceeds_chain_cap	chains=80
G0S5T7	G0S6I7	7old-assembly1.cif.gz:EB-H	assembly_exceeds_chain_cap	chains=80
G0S084	G0SAV4	7old-assembly1.cif.gz:DB-QB	assembly_exceeds_chain_cap	chains=80
G0S084	G0S5T7	7old-assembly1.cif.gz:H-QB	assembly_exceeds_chain_cap	chains=80
G0RY17	G0S0Z4	7old-assembly1.cif.gz:KB-YB	assembly_exceeds_chain_cap	chains=80
G0S6B0	G0SFL1	7old-assembly1.cif.gz:PB-XA	assembly_exceeds_chain_cap	chains=80
G0RY17	G0S2X5	7old-assembly1.cif.gz:GC-YB	assembly_exceeds_chain_cap	chains=80
G0S379	G0S428	7old-assembly1.cif.gz:G-VB	assembly_exceeds_chain_cap	chains=80
G0S1R0	G0S5T7	7old-assembly1.cif.gz:H-U	assembly_exceeds_chain_cap	chains=80
G0S8C4	G0SI21	7old-assembly1.cif.gz:IB-WB	assembly_exceeds_chain_cap	chains=80
G0RY43	G0SI44	7old-assembly1.cif.gz:DA-HB	assembly_exceeds_chain_cap	chains=80
G0S1Y9	G0SFL1	7old-assembly1.cif.gz:AC-PB	assembly_exceeds_chain_cap	chains=80
G0S0Z4	G0S6I7	7old-assembly1.cif.gz:EB-KB	assembly_exceeds_chain_cap	chains=80
G0S5T7	G0SCE2	7old-assembly1.cif.gz:AA-H	assembly_exceeds_chain_cap	chains=80
G0S7T8	G0SEI0	7old-assembly1.cif.gz:CB-KA	assembly_exceeds_chain_cap	chains=80
G0S6J7	G0SBR7	7old-assembly1.cif.gz:RB-TB	assembly_exceeds_chain_cap	chains=80
G0S084	G0SEG2	7old-assembly1.cif.gz:L-QB	assembly_exceeds_chain_cap	chains=80
G0S2X5	G0S428	7old-assembly1.cif.gz:G-GC	assembly_exceeds_chain_cap	chains=80
G0RZ88	G0S428	7old-assembly1.cif.gz:G-V	assembly_exceeds_chain_cap	chains=80
G0S0E5	G0S428	7old-assembly1.cif.gz:G-P	assembly_exceeds_chain_cap	chains=80
G0S2X5	G0SGH8	7old-assembly1.cif.gz:GC-S	assembly_exceeds_chain_cap	chains=80
G0S0Z4	G0S1S4	7old-assembly1.cif.gz:CC-KB	assembly_exceeds_chain_cap	chains=80
G0S084	G0SHH9	7old-assembly1.cif.gz:NB-QB	assembly_exceeds_chain_cap	chains=80
G0S0Z4	G0SF00	7old-assembly1.cif.gz:KB-MB	assembly_exceeds_chain_cap	chains=80
G0RY43	G0RY45	7old-assembly1.cif.gz:HB-JB	assembly_exceeds_chain_cap	chains=80
G0S084	G0S6I7	7old-assembly1.cif.gz:EB-QB	assembly_exceeds_chain_cap	chains=80
G0SHH9	G0SHQ2	7old-assembly1.cif.gz:NB-R	assembly_exceeds_chain_cap	chains=80
G0S6I7	G0SHH9	7old-assembly1.cif.gz:EB-NB	assembly_exceeds_chain_cap	chains=80
G0S2X5	G0SGP3	7old-assembly1.cif.gz:AB-GC	assembly_exceeds_chain_cap	chains=80
G0S2X4	G0S4P8	7z3o-assembly1.cif.gz:CC-I	assembly_exceeds_chain_cap	chains=82
G0RY45	G0SHI0	7z3o-assembly1.cif.gz:KB-YB	assembly_exceeds_chain_cap	chains=82
G0S871	G0SFL1	7z3o-assembly1.cif.gz:QB-TB	assembly_exceeds_chain_cap	chains=82
G0SF00	G0SFN0	7z3o-assembly1.cif.gz:NB-OA	assembly_exceeds_chain_cap	chains=82
G0RYD6	G0S507	7z3o-assembly1.cif.gz:FA-G	assembly_exceeds_chain_cap	chains=82
G0S2X5	G0S6J7	7z3o-assembly1.cif.gz:HC-UB	assembly_exceeds_chain_cap	chains=82
G0RYD6	G0RYF9	7z3o-assembly1.cif.gz:G-SA	assembly_exceeds_chain_cap	chains=82
G0RZM9	G0SI21	7z3o-assembly1.cif.gz:PB-XB	assembly_exceeds_chain_cap	chains=82
G0RY43	G0RYD6	7z3o-assembly1.cif.gz:G-IB	assembly_exceeds_chain_cap	chains=82
G0RZD8	G0S2X5	7z3o-assembly1.cif.gz:HC-MB	assembly_exceeds_chain_cap	chains=82
G0S1Y9	G0S9U0	7z3o-assembly1.cif.gz:BC-E	assembly_exceeds_chain_cap	chains=82
G0S084	G0SFK8	7z3o-assembly1.cif.gz:RB-VB	assembly_exceeds_chain_cap	chains=82
G0S1Y9	G0S379	7z3o-assembly1.cif.gz:BC-WB	assembly_exceeds_chain_cap	chains=82
G0S379	G0S871	7z3o-assembly1.cif.gz:TB-WB	assembly_exceeds_chain_cap	chains=82
G0S2X4	G0S871	7z3o-assembly1.cif.gz:CC-TB	assembly_exceeds_chain_cap	chains=82
G1SPK4	G1TTY7	9bdn-assembly1.cif.gz:VA-W	assembly_exceeds_chain_cap	chains=77
G1TPG3	P19949	9bdn-assembly1.cif.gz:H-QB	assembly_exceeds_chain_cap	chains=77
P41042	Q9VQI5	6xu6-assembly1.cif.gz:DA-HB	assembly_exceeds_chain_cap	chains=77
Q9VBN5	Q9VQI5	6xu6-assembly1.cif.gz:DA-JA	assembly_exceeds_chain_cap	chains=77
O16130	P55830	6xu6-assembly1.cif.gz:AB-SA	assembly_exceeds_chain_cap	chains=77
P13008	P38979	6xu6-assembly1.cif.gz:A-S	assembly_exceeds_chain_cap	chains=77
O17445	P46222	6xu6-assembly1.cif.gz:XA-Z	assembly_exceeds_chain_cap	chains=77
C5WLN8	P04359	6xu6-assembly1.cif.gz:OA-WA	assembly_exceeds_chain_cap	chains=77
C5WLN8	P31009	6xu6-assembly1.cif.gz:AC-WA	assembly_exceeds_chain_cap	chains=77
A1A6X4	Q9VVU2	6xu6-assembly1.cif.gz:HA-IA	assembly_exceeds_chain_cap	chains=77
P48159	Q9VNE9	6xu6-assembly1.cif.gz:MB-OB	assembly_exceeds_chain_cap	chains=77
P31009	Q9V9W2	6xu6-assembly1.cif.gz:AC-ZA	assembly_exceeds_chain_cap	chains=77
P04359	P31009	6xu6-assembly1.cif.gz:AC-OA	assembly_exceeds_chain_cap	chains=77
P38979	P41094	6xu6-assembly1.cif.gz:AA-DC	assembly_exceeds_chain_cap	chains=77
P15357	P41094	6xu6-assembly1.cif.gz:DC-W	assembly_exceeds_chain_cap	chains=77
Q9V9M7	Q9VQI5	6xu6-assembly1.cif.gz:FA-QB	assembly_exceeds_chain_cap	chains=77
A1A6X4	P41126	6xu6-assembly1.cif.gz:HA-NB	assembly_exceeds_chain_cap	chains=77
P41093	Q9W5R8	6xu6-assembly1.cif.gz:BA-EA	assembly_exceeds_chain_cap	chains=77
Q9VQI5	Q9W5R8	6xu6-assembly1.cif.gz:BA-QB	assembly_exceeds_chain_cap	chains=77
Q9VQI5	Q9W5N2	6xu6-assembly1.cif.gz:DA-RA	assembly_exceeds_chain_cap	chains=77
P29327	Q0E9B6	6xu6-assembly1.cif.gz:IB-M	assembly_exceeds_chain_cap	chains=77
A1A6X4	Q03334	6xu6-assembly1.cif.gz:HA-L	assembly_exceeds_chain_cap	chains=77
Q9VQI5	Q9W499	6xu6-assembly1.cif.gz:DA-LA	assembly_exceeds_chain_cap	chains=77
P41093	P46222	6xu6-assembly1.cif.gz:EA-XA	assembly_exceeds_chain_cap	chains=77
P48588	Q7JZW2	6xu6-assembly1.cif.gz:O-R	assembly_exceeds_chain_cap	chains=77
A1A6X4	P31009	6xu6-assembly1.cif.gz:AC-HA	assembly_exceeds_chain_cap	chains=77
P15357	Q06559	6xu6-assembly1.cif.gz:U-W	assembly_exceeds_chain_cap	chains=77
P04359	P32100	6xu6-assembly1.cif.gz:BC-OA	assembly_exceeds_chain_cap	chains=77
