panel	dataset	score
6b	Structural noncontact	0.999219
6b	Structural noncontact	0.220818
6b	Structural noncontact	0.000241
6b	Structural noncontact	0.43321
6b	Structural noncontact	0.0076
6b	Structural noncontact	0.999722
6b	Structural noncontact	0.999709
6b	Structural noncontact	0.009447
6b	Structural noncontact	0.999722
6b	Structural noncontact	0.000394
6b	Structural noncontact	0.926558
6b	Structural noncontact	0.999792
6b	Structural noncontact	0.999934
6b	Structural noncontact	0.999815
6b	Structural noncontact	0.435534
6b	Structural noncontact	9.7e-05
6b	Structural noncontact	0.33863
6b	Structural noncontact	0.999468
6b	Structural noncontact	0.998847
6b	Structural noncontact	0.999833
6b	Structural noncontact	0.011531
6b	Structural noncontact	0.006875
6b	Structural noncontact	0.000325
6b	Structural noncontact	0.992325
6b	Structural noncontact	0.18154
6b	Structural noncontact	0.019393
6b	Structural noncontact	0.011699
6b	Structural noncontact	0.767631
6b	Structural noncontact	0.000313
6b	Structural noncontact	0.999472
6b	Structural noncontact	0.785571
6b	Structural noncontact	0.9992
6b	Structural noncontact	0.999636
6b	Structural noncontact	0.000378
6b	Structural noncontact	0.999179
6b	Structural noncontact	0.998883
6b	Structural noncontact	0.006543
6b	Structural noncontact	0.97763
6b	Structural noncontact	0.999867
6b	Structural noncontact	0.999924
6b	Structural noncontact	0.998704
6b	Structural noncontact	0.999938
6b	Structural noncontact	0.820255
6b	Structural noncontact	0.999549
6b	Structural noncontact	0.862417
6b	Structural noncontact	0.999923
6b	Structural noncontact	0.980323
6b	Structural noncontact	0.999661
6b	Structural noncontact	0.999794
6b	Structural noncontact	0.999936
6b	Structural noncontact	0.999426
6b	Structural noncontact	0.999916
6b	Structural noncontact	0.017063
6b	Structural noncontact	0.03876
6b	Structural noncontact	0.009876
6b	Structural noncontact	0.999888
6b	Structural noncontact	0.999799
6b	Structural noncontact	0.346876
6b	Structural noncontact	0.999915
6b	Structural noncontact	0.94586
6b	Structural noncontact	0.000991
6b	Structural noncontact	0.957023
6b	Structural noncontact	0.999915
6b	Structural noncontact	0.998464
6b	Structural noncontact	0.064861
6b	Structural noncontact	0.999855
6b	Structural noncontact	0.008899
6b	Structural noncontact	0.984601
6b	Structural noncontact	0.004988
6b	Structural noncontact	0.002682
6b	Structural noncontact	0.999936
6b	Structural noncontact	0.999019
6b	Structural noncontact	0.999756
6b	Structural noncontact	0.996396
6b	Structural noncontact	0.998861
6b	Structural noncontact	0.999881
6b	Structural noncontact	0.9997
6b	Structural noncontact	0.999782
6b	Structural noncontact	0.999369
6b	Structural noncontact	0.01732
6b	Structural noncontact	0.999629
6b	Structural noncontact	0.92747
6b	Structural noncontact	0.997704
6b	Structural noncontact	0.999871
6b	Structural noncontact	0.982815
6b	Structural noncontact	0.797718
6b	Structural noncontact	0.043013
6b	Structural noncontact	0.999914
6b	Structural noncontact	0.000475
6b	Structural noncontact	0.998739
6b	Structural noncontact	0.999944
6b	Structural noncontact	0.000101
6b	Structural noncontact	0.999899
6b	Structural noncontact	0.988446
6b	Structural noncontact	0.999912
6b	Structural noncontact	0.999401
6b	Structural noncontact	4.9e-05
6b	Structural noncontact	0.038546
6b	Structural noncontact	0.001053
6b	Structural noncontact	0.999897
6b	Structural noncontact	0.9999
6b	Structural noncontact	0.999761
6b	Structural noncontact	0.999905
6b	Structural noncontact	0.999933
6b	Structural noncontact	0.999204
6b	Structural noncontact	0.999939
6b	Structural noncontact	0.018875
6b	Structural noncontact	0.999862
6b	Structural noncontact	0.672167
6b	Structural noncontact	0.999932
6b	Structural noncontact	0.999935
6b	Structural noncontact	0.999805
6b	Structural noncontact	0.988017
6b	Structural noncontact	0.999926
6b	Structural noncontact	0.998995
6b	Structural noncontact	0.644065
6b	Structural noncontact	0.00025
6b	Structural noncontact	0.032373
6b	Structural noncontact	0.06875
6b	Structural noncontact	0.999445
6b	Structural noncontact	0.997187
6b	Structural noncontact	0.999928
6b	Structural noncontact	0.285533
6b	Structural noncontact	0.982403
6b	Structural noncontact	0.999092
6b	Structural noncontact	0.999863
6b	Structural noncontact	0.99721
6b	Structural noncontact	0.999788
6b	Structural noncontact	0.999727
6b	Structural noncontact	0.999436
6b	Structural noncontact	0.990509
6b	Structural noncontact	0.999896
6b	Structural noncontact	0.999849
6b	Structural noncontact	0.002289
6b	Structural noncontact	0.992114
6b	Structural noncontact	0.999856
6b	Structural noncontact	0.040147
6b	Structural noncontact	0.999942
6b	Structural noncontact	0.000163
6b	Structural noncontact	0.213181
6b	Structural noncontact	0.00076
6b	Structural noncontact	0.996625
6b	Structural noncontact	0.995366
6b	Structural noncontact	0.989721
6b	Structural noncontact	0.999819
6b	Structural noncontact	0.000387
6b	Structural noncontact	0.119127
6b	Structural noncontact	0.96422
6b	Structural noncontact	0.987375
6b	Structural noncontact	0.999282
6b	Structural noncontact	0.999788
6b	Structural noncontact	0.056636
6b	Structural noncontact	0.999183
6b	Structural noncontact	0.998476
6b	Structural noncontact	0.999889
6b	Structural noncontact	0.993587
6b	Structural noncontact	0.999904
6b	Structural noncontact	0.999897
6b	Structural noncontact	0.999822
6b	Structural noncontact	0.999817
6b	Structural noncontact	0.000686
6b	Structural noncontact	0.999832
6b	Structural noncontact	0.240029
6b	Structural noncontact	0.00075
6b	Structural noncontact	0.036792
6b	Structural noncontact	0.999149
6b	Structural noncontact	0.99701
6b	Structural noncontact	0.525272
6b	Structural noncontact	0.998735
6b	Structural noncontact	0.001154
6b	Structural noncontact	0.99848
6b	Structural noncontact	0.010192
6b	Structural noncontact	0.976578
6b	Structural noncontact	0.999837
6b	Structural noncontact	0.996449
6b	Structural noncontact	0.817732
6b	Structural noncontact	0.999875
6b	Structural noncontact	0.919079
6b	Structural noncontact	0.025082
6b	Structural noncontact	0.999615
6b	Structural noncontact	5.5e-05
6b	Structural noncontact	0.005017
6b	Structural noncontact	0.999377
6b	Structural noncontact	0.029087
6b	Structural noncontact	0.987896
6b	Structural noncontact	0.999732
6b	Structural noncontact	0.997847
6b	Structural noncontact	0.999674
6b	Structural noncontact	0.99969
6b	Structural noncontact	0.999337
6b	Structural noncontact	0.999471
6b	Structural noncontact	0.986182
6b	Structural noncontact	0.110053
6b	Structural noncontact	0.232812
6b	Structural noncontact	0.999919
6b	Structural noncontact	0.998528
6b	Structural noncontact	0.99983
6b	Structural noncontact	0.988116
6b	Structural noncontact	0.005415
6b	Structural noncontact	0.997914
6b	Structural noncontact	0.993592
6b	Structural noncontact	0.003295
6b	Structural noncontact	0.994284
6b	Structural noncontact	0.99812
6b	Structural noncontact	0.99989
6b	Structural noncontact	0.999365
6b	Structural noncontact	0.999942
6b	Structural noncontact	0.999882
6b	Structural noncontact	0.999697
6b	Structural noncontact	0.999897
6b	Structural noncontact	0.999581
6b	Structural noncontact	0.969652
6b	Structural noncontact	0.000107
6b	Structural noncontact	0.973833
6b	Structural noncontact	0.999832
6b	Structural noncontact	0.997916
6b	Structural noncontact	0.999871
6b	Structural noncontact	0.999861
6b	Structural noncontact	0.154296
6b	Structural noncontact	0.977553
6b	Structural noncontact	0.003822
6b	Structural noncontact	0.000306
6b	Structural noncontact	0.348642
6b	Structural noncontact	0.992876
6b	Structural noncontact	0.629738
6b	Structural noncontact	0.050832
6b	Structural noncontact	0.99978
6b	Structural noncontact	0.99879
6b	Structural noncontact	0.012411
6b	Structural noncontact	0.984456
6b	Structural noncontact	0.999934
6b	Structural noncontact	0.999082
6b	Structural noncontact	0.999568
6b	Structural noncontact	0.997191
6b	Structural noncontact	0.999879
6b	Structural noncontact	0.974854
6b	Structural noncontact	0.999933
6b	Structural noncontact	0.926098
6b	Structural noncontact	0.999874
6b	Structural noncontact	0.993714
6b	Structural noncontact	0.001736
6b	Structural noncontact	0.000175
6b	Structural noncontact	0.000116
6b	Structural noncontact	0.489182
6b	Structural noncontact	0.999893
6b	Structural noncontact	0.999808
6b	Structural noncontact	0.765984
6b	Structural noncontact	0.992376
6b	Structural noncontact	0.983503
6b	Structural noncontact	0.999907
6b	Structural noncontact	6e-05
6b	Structural noncontact	0.999644
6b	Structural noncontact	0.992884
6b	Structural noncontact	0.972699
6b	Structural noncontact	0.112218
6b	Structural noncontact	0.994526
6b	Structural noncontact	0.999919
6b	Structural noncontact	0.997811
6b	Structural noncontact	0.011521
6b	Structural noncontact	0.350273
6b	Structural noncontact	0.999911
6b	Structural noncontact	0.999936
6b	Structural noncontact	0.998792
6b	Structural noncontact	0.79355
6b	Structural noncontact	0.999831
6b	Structural noncontact	0.056211
6b	Structural noncontact	0.99386
6b	Structural noncontact	0.042549
6b	Structural noncontact	0.002936
6b	Structural noncontact	0.999634
6b	Structural noncontact	0.000117
6b	Structural noncontact	0.973637
6b	Structural noncontact	0.00827
6b	Structural noncontact	0.999918
6b	Structural noncontact	0.579893
6b	Structural noncontact	0.99978
6b	Structural noncontact	0.999596
6b	Structural noncontact	0.998163
6b	Structural noncontact	0.999148
6b	Structural noncontact	0.999718
6b	Structural noncontact	0.00023
6b	Structural noncontact	0.984395
6b	Structural noncontact	0.999889
6b	Structural noncontact	0.999913
6b	Structural noncontact	0.997575
6b	Structural noncontact	0.989566
6b	Structural noncontact	0.963015
6b	Structural noncontact	0.999731
6b	Structural noncontact	0.998538
6b	Structural noncontact	0.093754
6b	Structural noncontact	0.999258
6b	Structural noncontact	0.999944
6b	Structural noncontact	0.975673
6b	Structural noncontact	0.999888
6b	Structural noncontact	0.001201
6b	Structural noncontact	0.142262
6b	Structural noncontact	0.999832
6b	Structural noncontact	0.000624
6b	Structural noncontact	0.998817
6b	Structural noncontact	0.004277
6b	Structural noncontact	0.998833
6b	Structural noncontact	0.994892
6b	Structural noncontact	0.999726
6b	Structural noncontact	0.954203
6b	Structural noncontact	0.002142
6b	Structural noncontact	0.000179
6b	Structural noncontact	0.995746
6b	Structural noncontact	0.996204
6b	Structural noncontact	0.000216
6b	Structural noncontact	0.85313
6b	Structural noncontact	0.999935
6b	Structural noncontact	0.340807
6b	Structural noncontact	0.999897
6b	Structural noncontact	0.999116
6b	Structural noncontact	0.999937
6b	Structural noncontact	0.999904
6b	Structural noncontact	0.999934
6b	Structural noncontact	0.348166
6b	Structural noncontact	0.057464
6b	Structural noncontact	0.001378
6b	Structural noncontact	0.999508
6b	Structural noncontact	0.781113
6b	Structural noncontact	0.999933
6b	Structural noncontact	0.992591
6b	Structural noncontact	0.000365
6b	Structural noncontact	0.999837
6b	Structural noncontact	0.004933
6b	Structural noncontact	0.016563
6b	Structural noncontact	0.000132
6b	Structural noncontact	0.998917
6b	Structural noncontact	0.001633
6b	Structural noncontact	0.999049
6b	Structural noncontact	0.999638
6b	Structural noncontact	0.996652
6b	Structural noncontact	0.999937
6b	Structural noncontact	0.99387
6b	Structural noncontact	0.999912
6b	Structural noncontact	0.998913
6b	Structural noncontact	0.999926
6b	Structural noncontact	0.999925
6b	Structural noncontact	0.998579
6b	Structural noncontact	0.988289
6b	Structural noncontact	9.5e-05
6b	Structural noncontact	0.999563
6b	Structural noncontact	0.990834
6b	Structural noncontact	0.999882
6b	Structural noncontact	0.999243
6b	Structural noncontact	0.004339
6b	Structural noncontact	0.999885
6b	Structural noncontact	0.99738
6b	Structural noncontact	0.999307
6b	Structural noncontact	0.998142
6b	Structural noncontact	0.992322
6b	Structural noncontact	0.999873
6b	Structural noncontact	0.999887
6b	Structural noncontact	0.999832
6b	Structural noncontact	0.999934
6b	Structural noncontact	0.000274
6b	Structural noncontact	0.999756
6b	Structural noncontact	0.999932
6b	Structural noncontact	0.19868
6b	Structural noncontact	0.536282
6b	Structural noncontact	0.999778
6b	Structural noncontact	0.999909
6b	Structural noncontact	0.999882
6b	Structural noncontact	0.000148
6b	Structural noncontact	0.999885
6b	Structural noncontact	0.999114
6b	Structural noncontact	0.99888
6b	Structural noncontact	0.200897
6b	Structural noncontact	0.999901
6b	Structural noncontact	0.999826
6b	Structural noncontact	0.013832
6b	Structural noncontact	0.005892
6b	Structural noncontact	0.012059
6b	Structural noncontact	0.999735
6b	Structural noncontact	0.999923
6b	Structural noncontact	0.99723
6b	Structural noncontact	0.999535
6b	Structural noncontact	0.999635
6b	Structural noncontact	0.996984
6b	Structural noncontact	0.001083
6b	Structural noncontact	0.999096
6b	Structural noncontact	0.00332
6b	Structural noncontact	0.992924
6b	Structural noncontact	7.9e-05
6b	Structural noncontact	0.999664
6b	Structural noncontact	0.822854
6b	Structural noncontact	0.999832
6b	Structural noncontact	0.999145
6b	Structural noncontact	0.99973
6b	Structural noncontact	0.747042
6b	Structural noncontact	0.999946
6b	Structural noncontact	0.999808
6b	Structural noncontact	0.001755
6b	Structural noncontact	0.999856
6b	Structural noncontact	0.999942
6b	Structural noncontact	0.998913
6b	Structural noncontact	0.998061
6b	Structural noncontact	0.97517
6b	Structural noncontact	0.083233
6b	Structural noncontact	0.999502
6b	Structural noncontact	0.999043
6b	Structural noncontact	0.994651
6b	Structural noncontact	0.993447
6b	Structural noncontact	0.999948
6b	Structural noncontact	0.019943
6b	Structural noncontact	0.938969
6b	Structural noncontact	0.99988
6b	Structural noncontact	0.910237
6b	Structural noncontact	0.000334
6b	Structural noncontact	0.999927
6b	Structural noncontact	0.994878
6b	Structural noncontact	0.006362
6b	Structural noncontact	0.999827
6b	Structural noncontact	0.999397
6b	Structural noncontact	0.998892
6b	Structural noncontact	0.999894
6b	Structural noncontact	0.00017
6b	Structural noncontact	0.999921
6b	Structural noncontact	0.998078
6b	Structural noncontact	0.995763
6b	Structural noncontact	0.999196
6b	Structural noncontact	0.996007
6b	Structural noncontact	0.161803
6b	Structural noncontact	0.997925
6b	Structural noncontact	0.999929
6b	Structural noncontact	0.300245
6b	Structural noncontact	0.99767
6b	Structural noncontact	0.999748
6b	Structural noncontact	0.998347
6b	Structural noncontact	0.999938
6b	Structural noncontact	0.990172
6b	Structural noncontact	0.00518
6b	Structural noncontact	0.061553
6b	Structural noncontact	0.009664
6b	Structural noncontact	0.998683
6b	Structural noncontact	0.594204
6b	Structural noncontact	0.999677
6b	Structural noncontact	0.99931
6b	Structural noncontact	0.999933
6b	Structural noncontact	0.999555
6b	Structural noncontact	0.999598
6b	Structural noncontact	0.005385
6b	Structural noncontact	0.999921
6b	Structural noncontact	0.999695
6b	Structural noncontact	0.004325
6b	Structural noncontact	0.99994
6b	Structural noncontact	0.999555
6b	Structural noncontact	0.99961
6b	Structural noncontact	0.999601
6b	Structural noncontact	0.99876
6b	Structural noncontact	0.055479
6b	Structural noncontact	0.85702
6b	Structural noncontact	0.001013
6b	Structural noncontact	0.997477
6b	Structural noncontact	0.000434
6b	Structural noncontact	0.999425
6b	Structural noncontact	0.707028
6b	Structural noncontact	0.999892
6b	Structural noncontact	8.1e-05
6b	Structural noncontact	0.017339
6b	Structural noncontact	0.318975
6b	Structural noncontact	0.042704
6b	Structural noncontact	0.0244
6b	Structural noncontact	0.994635
6b	Structural noncontact	0.056136
6b	Structural noncontact	0.999937
6b	Structural noncontact	0.999806
6b	Structural noncontact	0.000153
6b	Structural noncontact	0.998928
6b	Structural noncontact	0.998828
6b	Structural noncontact	0.281107
6b	Structural noncontact	0.999208
6b	Structural noncontact	0.996666
6b	Structural noncontact	0.999215
6b	Structural noncontact	0.997194
6b	Structural noncontact	0.907844
6b	Structural noncontact	0.99994
6b	Structural noncontact	0.198227
6b	Structural noncontact	0.999894
6b	Structural noncontact	0.999524
6b	Structural noncontact	0.004899
6b	Structural noncontact	0.016215
6b	Structural noncontact	0.287
6b	Structural noncontact	0.274952
6b	Structural noncontact	0.002457
6b	Structural noncontact	0.999131
6b	Structural noncontact	0.999457
6b	Structural noncontact	0.972429
6b	Structural noncontact	0.83404
6b	Structural noncontact	0.999923
6b	Structural noncontact	0.044703
6b	Structural noncontact	0.000535
6b	Structural noncontact	0.999863
6b	Structural noncontact	0.022239
6b	Structural noncontact	0.002684
6b	Structural noncontact	0.998942
6b	Structural noncontact	0.001805
6b	Structural noncontact	0.999913
6b	Structural noncontact	0.947644
6b	Structural noncontact	0.514209
6b	Structural noncontact	0.99987
6b	Structural noncontact	0.999918
6b	Structural noncontact	0.29625
6b	Structural noncontact	0.999914
6b	Structural noncontact	0.999744
6b	Structural noncontact	0.998563
6b	Structural noncontact	0.926797
6b	Structural noncontact	0.000237
6b	Structural noncontact	0.033227
6b	Structural noncontact	0.999784
6b	Structural noncontact	0.01177
6b	Structural noncontact	0.382396
6b	Structural noncontact	0.999941
6b	Structural noncontact	0.996679
6b	Structural noncontact	0.99994
6b	Structural noncontact	0.999862
6b	Structural noncontact	0.999938
6b	Structural noncontact	8.3e-05
6b	Structural noncontact	0.999943
6b	Structural noncontact	0.99861
6b	Structural noncontact	0.999669
